,conceptA,conceptB,isPrerequisite,dataset,fileA,fileB,conceptA_ind,conceptB_ind
8974,376,1206,1,moocDSA,mooc,mooc,93,122
8975,376,1563,0,moocDSA,mooc,mooc,93,433
8976,376,1567,0,moocDSA,mooc,mooc,93,313
8977,611,445,1,moocDSA,mooc,mooc,20,93
8978,869,445,1,moocDSA,mooc,mooc,340,93
8979,376,257,0,moocDSA,mooc,mooc,93,291
8980,376,815,0,moocDSA,mooc,mooc,93,242
8981,376,489,0,moocDSA,mooc,mooc,93,72
8982,376,261,0,moocDSA,mooc,mooc,93,215
8983,376,19,0,moocDSA,mooc,mooc,93,365
8984,376,1175,0,moocDSA,mooc,mooc,93,333
8985,376,1170,0,moocDSA,mooc,mooc,93,116
8986,376,916,0,moocDSA,mooc,mooc,93,435
8987,376,7,0,moocDSA,mooc,mooc,93,86
8988,376,251,0,moocDSA,mooc,mooc,93,23
8989,376,848,0,moocDSA,mooc,mooc,93,386
8990,376,1489,0,moocDSA,mooc,mooc,93,400
8991,376,696,0,moocDSA,mooc,mooc,93,344
8992,376,887,0,moocDSA,mooc,mooc,93,360
8993,376,326,0,moocDSA,mooc,mooc,93,158
8994,376,1522,0,moocDSA,mooc,mooc,93,235
8995,1143,36,0,moocDSA,mooc,mooc,288,244
8996,1188,1328,1,moocDSA,mooc,mooc,154,288
8997,862,1328,1,moocDSA,mooc,mooc,319,288
8998,878,205,1,moocDSA,mooc,mooc,3,184
8999,29,205,1,moocDSA,mooc,mooc,244,184
9000,169,1206,0,moocDSA,mooc,mooc,184,122
9001,169,916,0,moocDSA,mooc,mooc,184,435
9002,169,326,0,moocDSA,mooc,mooc,184,158
9003,29,1027,1,moocDSA,mooc,mooc,244,3
9004,878,1206,0,moocDSA,mooc,mooc,3,122
9005,878,916,0,moocDSA,mooc,mooc,3,435
9006,878,326,0,moocDSA,mooc,mooc,3,158
9007,892,916,1,moocDSA,mooc,mooc,222,435
9008,29,1377,0,moocDSA,mooc,mooc,244,154
9009,29,1206,0,moocDSA,mooc,mooc,244,122
9010,29,1563,1,moocDSA,mooc,mooc,244,433
9011,29,1567,0,moocDSA,mooc,mooc,244,313
9012,29,1021,0,moocDSA,mooc,mooc,244,340
9013,29,489,0,moocDSA,mooc,mooc,244,72
9014,29,261,0,moocDSA,mooc,mooc,244,215
9015,29,916,0,moocDSA,mooc,mooc,244,435
9016,29,7,0,moocDSA,mooc,mooc,244,86
9017,29,326,0,moocDSA,mooc,mooc,244,158
9018,29,1013,0,moocDSA,mooc,mooc,244,319
9019,1188,1206,1,moocDSA,mooc,mooc,154,122
9020,1188,1563,1,moocDSA,mooc,mooc,154,433
9021,1188,1567,0,moocDSA,mooc,mooc,154,313
9022,1188,726,0,moocDSA,mooc,mooc,154,20
9023,1188,1021,0,moocDSA,mooc,mooc,154,340
9024,1188,815,0,moocDSA,mooc,mooc,154,242
9025,1188,489,0,moocDSA,mooc,mooc,154,72
9026,1188,261,0,moocDSA,mooc,mooc,154,215
9027,1188,1175,0,moocDSA,mooc,mooc,154,333
9028,1188,1170,0,moocDSA,mooc,mooc,154,116
9029,1188,916,0,moocDSA,mooc,mooc,154,435
9030,1188,7,0,moocDSA,mooc,mooc,154,86
9031,1188,251,0,moocDSA,mooc,mooc,154,23
9032,1188,848,0,moocDSA,mooc,mooc,154,386
9033,1188,1489,0,moocDSA,mooc,mooc,154,400
9034,1188,696,0,moocDSA,mooc,mooc,154,344
9035,1188,1013,0,moocDSA,mooc,mooc,154,319
9036,1188,1522,0,moocDSA,mooc,mooc,154,235
9037,1041,1563,0,moocDSA,mooc,mooc,122,433
9038,1041,726,0,moocDSA,mooc,mooc,122,20
9039,1041,1021,0,moocDSA,mooc,mooc,122,340
9040,1041,815,0,moocDSA,mooc,mooc,122,242
9041,1041,489,0,moocDSA,mooc,mooc,122,72
9042,1041,19,0,moocDSA,mooc,mooc,122,365
9043,1041,1175,0,moocDSA,mooc,mooc,122,333
9044,1041,1170,0,moocDSA,mooc,mooc,122,116
9045,778,1206,1,moocDSA,mooc,mooc,435,122
9046,5,1206,1,moocDSA,mooc,mooc,86,122
9047,1041,251,0,moocDSA,mooc,mooc,122,23
9048,1041,326,0,moocDSA,mooc,mooc,122,158
9049,1348,1021,0,moocDSA,mooc,mooc,433,340
9050,416,1563,1,moocDSA,mooc,mooc,72,433
9051,218,1563,1,moocDSA,mooc,mooc,215,433
9052,778,1563,1,moocDSA,mooc,mooc,435,433
9053,5,1563,1,moocDSA,mooc,mooc,86,433
9054,1348,326,0,moocDSA,mooc,mooc,433,158
9055,541,26,0,moocDSA,mooc,mooc,341,189
9056,1131,635,1,moocDSA,mooc,mooc,40,341
9057,541,815,0,moocDSA,mooc,mooc,341,242
9058,541,188,0,moocDSA,mooc,mooc,341,178
9059,541,887,0,moocDSA,mooc,mooc,341,360
9060,541,636,0,moocDSA,mooc,mooc,341,210
9061,1351,726,0,moocDSA,mooc,mooc,313,20
9062,1351,1021,0,moocDSA,mooc,mooc,313,340
9063,1351,19,0,moocDSA,mooc,mooc,313,365
9064,1351,916,0,moocDSA,mooc,mooc,313,435
9065,869,726,1,moocDSA,mooc,mooc,340,20
9066,611,705,0,moocDSA,mooc,mooc,20,70
9067,611,1194,0,moocDSA,mooc,mooc,20,208
9068,611,815,0,moocDSA,mooc,mooc,20,242
9069,611,19,0,moocDSA,mooc,mooc,20,365
9070,611,1175,0,moocDSA,mooc,mooc,20,333
9071,611,916,0,moocDSA,mooc,mooc,20,435
9072,611,7,0,moocDSA,mooc,mooc,20,86
9073,611,251,0,moocDSA,mooc,mooc,20,23
9074,611,368,0,moocDSA,mooc,mooc,20,172
9075,611,326,0,moocDSA,mooc,mooc,20,158
9076,611,1013,0,moocDSA,mooc,mooc,20,319
9077,611,1522,0,moocDSA,mooc,mooc,20,235
9078,869,257,0,moocDSA,mooc,mooc,340,291
9079,869,705,0,moocDSA,mooc,mooc,340,70
9080,869,366,0,moocDSA,mooc,mooc,340,427
9081,869,1194,0,moocDSA,mooc,mooc,340,208
9082,869,1314,0,moocDSA,mooc,mooc,340,40
9083,869,815,0,moocDSA,mooc,mooc,340,242
9084,869,188,0,moocDSA,mooc,mooc,340,178
9085,869,265,0,moocDSA,mooc,mooc,340,176
9086,869,489,0,moocDSA,mooc,mooc,340,72
9087,869,261,0,moocDSA,mooc,mooc,340,215
9088,869,19,0,moocDSA,mooc,mooc,340,365
9089,869,916,0,moocDSA,mooc,mooc,340,435
9090,869,7,0,moocDSA,mooc,mooc,340,86
9091,869,251,0,moocDSA,mooc,mooc,340,23
9092,869,368,0,moocDSA,mooc,mooc,340,172
9093,869,887,0,moocDSA,mooc,mooc,340,360
9094,869,326,0,moocDSA,mooc,mooc,340,158
9095,869,1013,0,moocDSA,mooc,mooc,340,319
9096,869,1523,0,moocDSA,mooc,mooc,340,251
9097,214,26,0,moocDSA,mooc,mooc,291,189
9098,214,815,0,moocDSA,mooc,mooc,291,242
9099,214,265,0,moocDSA,mooc,mooc,291,176
9100,214,489,0,moocDSA,mooc,mooc,291,72
9101,214,261,0,moocDSA,mooc,mooc,291,215
9102,214,1175,0,moocDSA,mooc,mooc,291,333
9103,214,1234,0,moocDSA,mooc,mooc,291,243
9104,214,887,0,moocDSA,mooc,mooc,291,360
9105,214,1249,0,moocDSA,mooc,mooc,291,330
9106,214,1523,0,moocDSA,mooc,mooc,291,251
9107,1131,26,1,moocDSA,mooc,mooc,40,189
9108,23,815,0,moocDSA,mooc,mooc,189,242
9109,23,188,0,moocDSA,mooc,mooc,189,178
9110,23,1175,0,moocDSA,mooc,mooc,189,333
9111,23,887,0,moocDSA,mooc,mooc,189,360
9112,23,636,0,moocDSA,mooc,mooc,189,210
9113,597,1198,1,moocDSA,mooc,mooc,70,153
9114,597,1194,0,moocDSA,mooc,mooc,70,208
9115,597,1175,0,moocDSA,mooc,mooc,70,333
9116,862,705,1,moocDSA,mooc,mooc,319,70
9117,1032,1175,0,moocDSA,mooc,mooc,153,333
9118,489,1175,0,moocDSA,mooc,mooc,263,333
9119,489,1170,0,moocDSA,mooc,mooc,263,116
9120,308,1194,0,moocDSA,mooc,mooc,427,208
9121,308,1314,0,moocDSA,mooc,mooc,427,40
9122,1131,1194,1,moocDSA,mooc,mooc,40,208
9123,1028,815,0,moocDSA,mooc,mooc,208,242
9124,1028,1175,0,moocDSA,mooc,mooc,208,333
9125,1028,1170,0,moocDSA,mooc,mooc,208,116
9126,1028,1173,0,moocDSA,mooc,mooc,208,165
9127,1028,916,0,moocDSA,mooc,mooc,208,435
9128,1028,326,0,moocDSA,mooc,mooc,208,158
9129,1028,9,0,moocDSA,mooc,mooc,208,151
9130,1028,923,0,moocDSA,mooc,mooc,208,419
9131,1028,1013,0,moocDSA,mooc,mooc,208,319
9132,1131,815,1,moocDSA,mooc,mooc,40,242
9133,1131,188,1,moocDSA,mooc,mooc,40,178
9134,1131,1175,0,moocDSA,mooc,mooc,40,333
9135,1131,484,0,moocDSA,mooc,mooc,40,297
9136,1131,916,0,moocDSA,mooc,mooc,40,435
9137,1131,7,0,moocDSA,mooc,mooc,40,86
9138,1131,251,0,moocDSA,mooc,mooc,40,23
9139,1131,1489,0,moocDSA,mooc,mooc,40,400
9140,1131,887,0,moocDSA,mooc,mooc,40,360
9141,1131,636,0,moocDSA,mooc,mooc,40,210
9142,1131,9,1,moocDSA,mooc,mooc,40,151
9143,1131,1013,0,moocDSA,mooc,mooc,40,319
9144,683,188,1,moocDSA,mooc,mooc,242,178
9145,683,265,1,moocDSA,mooc,mooc,242,176
9146,683,489,0,moocDSA,mooc,mooc,242,72
9147,683,261,0,moocDSA,mooc,mooc,242,215
9148,683,19,0,moocDSA,mooc,mooc,242,365
9149,683,1175,0,moocDSA,mooc,mooc,242,333
9150,683,1170,0,moocDSA,mooc,mooc,242,116
9151,683,916,0,moocDSA,mooc,mooc,242,435
9152,683,251,0,moocDSA,mooc,mooc,242,23
9153,683,1234,0,moocDSA,mooc,mooc,242,243
9154,683,887,0,moocDSA,mooc,mooc,242,360
9155,683,636,0,moocDSA,mooc,mooc,242,210
9156,1078,815,1,moocDSA,mooc,mooc,330,242
9157,683,1013,0,moocDSA,mooc,mooc,242,319
9158,683,1522,1,moocDSA,mooc,mooc,242,235
9159,683,1523,0,moocDSA,mooc,mooc,242,251
9160,222,188,1,moocDSA,mooc,mooc,176,178
9161,151,887,0,moocDSA,mooc,mooc,178,360
9162,151,636,0,moocDSA,mooc,mooc,178,210
9163,222,1249,0,moocDSA,mooc,mooc,176,330
9164,222,1523,0,moocDSA,mooc,mooc,176,251
9165,218,489,1,moocDSA,mooc,mooc,215,72
9166,416,19,1,moocDSA,mooc,mooc,72,365
9167,416,1175,0,moocDSA,mooc,mooc,72,333
9168,416,1170,0,moocDSA,mooc,mooc,72,116
9169,778,489,1,moocDSA,mooc,mooc,435,72
9170,416,7,0,moocDSA,mooc,mooc,72,86
9171,416,887,0,moocDSA,mooc,mooc,72,360
9172,416,326,0,moocDSA,mooc,mooc,72,158
9173,218,916,0,moocDSA,mooc,mooc,215,435
9174,218,7,0,moocDSA,mooc,mooc,215,86
9175,218,696,0,moocDSA,mooc,mooc,215,344
9176,218,887,0,moocDSA,mooc,mooc,215,360
9177,19,1175,0,moocDSA,mooc,mooc,365,333
9178,19,1170,0,moocDSA,mooc,mooc,365,116
9179,778,19,1,moocDSA,mooc,mooc,435,365
9180,5,19,1,moocDSA,mooc,mooc,86,365
9181,19,696,0,moocDSA,mooc,mooc,365,344
9182,19,887,0,moocDSA,mooc,mooc,365,360
9183,1015,1170,1,moocDSA,mooc,mooc,333,116
9184,1015,484,1,moocDSA,mooc,mooc,333,297
9185,1015,1173,1,moocDSA,mooc,mooc,333,165
9186,1015,482,0,moocDSA,mooc,mooc,333,206
9187,1015,916,0,moocDSA,mooc,mooc,333,435
9188,1015,251,0,moocDSA,mooc,mooc,333,23
9189,1015,848,0,moocDSA,mooc,mooc,333,386
9190,1015,1489,0,moocDSA,mooc,mooc,333,400
9191,1015,368,0,moocDSA,mooc,mooc,333,172
9192,1015,9,0,moocDSA,mooc,mooc,333,151
9193,1015,923,0,moocDSA,mooc,mooc,333,419
9194,862,1175,1,moocDSA,mooc,mooc,319,333
9195,413,1170,1,moocDSA,mooc,mooc,297,116
9196,411,1170,1,moocDSA,mooc,mooc,206,116
9197,1009,916,0,moocDSA,mooc,mooc,116,435
9198,1009,251,0,moocDSA,mooc,mooc,116,23
9199,1009,848,0,moocDSA,mooc,mooc,116,386
9200,1009,1489,0,moocDSA,mooc,mooc,116,400
9201,1009,368,0,moocDSA,mooc,mooc,116,172
9202,1009,923,0,moocDSA,mooc,mooc,116,419
9203,862,1170,1,moocDSA,mooc,mooc,319,116
9204,413,482,0,moocDSA,mooc,mooc,297,206
9205,413,251,0,moocDSA,mooc,mooc,297,23
9206,413,1489,0,moocDSA,mooc,mooc,297,400
9207,310,484,1,moocDSA,mooc,mooc,172,297
9208,8,484,1,moocDSA,mooc,mooc,151,297
9209,413,1013,0,moocDSA,mooc,mooc,297,319
9210,862,1173,1,moocDSA,mooc,mooc,319,165
9211,5,916,1,moocDSA,mooc,mooc,86,435
9212,778,251,0,moocDSA,mooc,mooc,435,23
9213,778,848,0,moocDSA,mooc,mooc,435,386
9214,778,1489,0,moocDSA,mooc,mooc,435,400
9215,778,696,1,moocDSA,mooc,mooc,435,344
9216,778,887,0,moocDSA,mooc,mooc,435,360
9217,778,1522,0,moocDSA,mooc,mooc,435,235
9218,5,251,0,moocDSA,mooc,mooc,86,23
9219,5,848,0,moocDSA,mooc,mooc,86,386
9220,5,1489,0,moocDSA,mooc,mooc,86,400
9221,5,1522,0,moocDSA,mooc,mooc,86,235
9222,207,848,1,moocDSA,mooc,mooc,23,386
9223,207,1489,1,moocDSA,mooc,mooc,23,400
9224,310,251,1,moocDSA,mooc,mooc,172,23
9225,207,887,0,moocDSA,mooc,mooc,23,360
9226,207,9,0,moocDSA,mooc,mooc,23,151
9227,207,923,0,moocDSA,mooc,mooc,23,419
9228,862,251,1,moocDSA,mooc,mooc,319,23
9229,207,517,0,moocDSA,mooc,mooc,23,380
9230,207,1522,0,moocDSA,mooc,mooc,23,235
9231,1281,848,1,moocDSA,mooc,mooc,400,386
9232,862,848,1,moocDSA,mooc,mooc,319,386
9233,713,517,0,moocDSA,mooc,mooc,386,380
9234,713,1522,0,moocDSA,mooc,mooc,386,235
9235,1281,368,0,moocDSA,mooc,mooc,400,172
9236,1281,9,0,moocDSA,mooc,mooc,400,151
9237,1281,1013,0,moocDSA,mooc,mooc,400,319
9238,1281,1522,0,moocDSA,mooc,mooc,400,235
9239,153,1013,0,moocDSA,mooc,mooc,114,319
9240,1066,1249,0,moocDSA,mooc,mooc,243,330
9241,310,1013,0,moocDSA,mooc,mooc,172,319
9242,755,517,0,moocDSA,mooc,mooc,360,380
9243,755,1523,0,moocDSA,mooc,mooc,360,251
9244,956,676,1,moocDSA,mooc,mooc,21,229
9245,275,1295,0,moocDSA,mooc,mooc,158,414
9246,8,923,0,moocDSA,mooc,mooc,151,419
9247,862,9,1,moocDSA,mooc,mooc,319,151
9248,783,1013,0,moocDSA,mooc,mooc,419,319
9249,1078,1523,0,moocDSA,mooc,mooc,330,251
9250,439,1522,1,moocDSA,mooc,mooc,380,235
9251,445,742,1,drive,drive,drive,0,439
9252,572,742,1,drive,drive,drive,1,439
9253,1127,742,1,drive,drive,drive,2,439
9254,886,431,0,drive,drive,drive,3,440
9255,187,431,0,drive,drive,drive,4,440
9256,839,431,0,drive,drive,drive,5,440
9257,300,431,1,drive,drive,drive,6,440
9258,886,862,0,drive,drive,drive,3,441
9259,187,862,0,drive,drive,drive,4,441
9260,839,862,0,drive,drive,drive,5,441
9261,858,862,0,drive,drive,drive,7,441
9262,198,862,0,drive,drive,drive,8,441
9263,300,862,1,drive,drive,drive,6,441
9264,98,862,0,drive,drive,drive,9,441
9265,27,862,0,drive,drive,drive,10,441
9266,444,1283,1,drive,drive,drive,11,442
9267,806,1283,1,drive,drive,drive,12,442
9268,445,1283,1,drive,drive,drive,0,442
9269,572,1283,0,drive,drive,drive,1,442
9270,806,797,1,drive,drive,drive,12,443
9271,445,797,1,drive,drive,drive,0,443
9272,572,797,0,drive,drive,drive,1,443
9273,1127,797,1,drive,drive,drive,2,443
9274,937,1319,1,drive,drive,drive,13,424
9275,1352,1319,1,drive,drive,drive,14,424
9276,433,1319,1,drive,drive,drive,15,424
9277,886,907,0,drive,drive,drive,3,444
9278,839,907,0,drive,drive,drive,5,444
9279,858,907,0,drive,drive,drive,7,444
9280,445,970,1,drive,drive,drive,0,445
9281,572,970,1,drive,drive,drive,1,445
9282,701,1222,1,drive,drive,drive,16,446
9283,445,1222,1,drive,drive,drive,0,446
9284,572,1222,1,drive,drive,drive,1,446
9285,1127,1222,0,drive,drive,drive,2,446
9286,338,584,1,drive,drive,drive,17,98
9287,1127,584,0,drive,drive,drive,2,98
9288,59,1046,0,drive,drive,drive,18,447
9289,886,1046,0,drive,drive,drive,3,447
9290,187,1046,0,drive,drive,drive,4,447
9291,839,1046,0,drive,drive,drive,5,447
9292,156,1046,0,drive,drive,drive,19,447
9293,1139,1046,0,drive,drive,drive,20,447
9294,300,1046,1,drive,drive,drive,6,447
9295,626,1046,0,drive,drive,drive,21,447
9296,940,551,1,drive,drive,drive,22,448
9297,36,551,1,drive,drive,drive,23,448
9298,1065,551,1,drive,drive,drive,24,448
9299,59,245,0,drive,drive,drive,18,449
9300,886,245,0,drive,drive,drive,3,449
9301,187,245,0,drive,drive,drive,4,449
9302,839,245,0,drive,drive,drive,5,449
9303,156,245,0,drive,drive,drive,19,449
9304,858,245,0,drive,drive,drive,7,449
9305,1139,245,0,drive,drive,drive,20,449
9306,300,245,1,drive,drive,drive,6,449
9307,626,245,0,drive,drive,drive,21,449
9308,674,245,0,drive,drive,drive,25,449
9309,886,1116,0,drive,drive,drive,3,450
9310,187,1116,0,drive,drive,drive,4,450
9311,839,1116,0,drive,drive,drive,5,450
9312,858,1116,0,drive,drive,drive,7,450
9313,300,1116,1,drive,drive,drive,6,450
9314,626,1116,1,drive,drive,drive,21,450
9315,674,1116,0,drive,drive,drive,25,450
9316,937,713,1,drive,drive,drive,13,451
9317,1352,713,1,drive,drive,drive,14,451
9318,433,713,1,drive,drive,drive,15,451
9319,937,1293,1,drive,drive,drive,13,416
9320,1352,1293,1,drive,drive,drive,14,416
9321,433,1293,1,drive,drive,drive,15,416
9322,839,639,1,drive,drive,drive,5,452
9323,300,639,1,drive,drive,drive,6,452
9324,626,639,1,drive,drive,drive,21,452
9325,886,668,1,drive,drive,drive,3,453
9326,839,668,0,drive,drive,drive,5,453
9327,858,668,0,drive,drive,drive,7,453
9328,300,668,0,drive,drive,drive,6,453
9329,59,572,0,drive,drive,drive,18,454
9330,886,572,1,drive,drive,drive,3,454
9331,839,572,1,drive,drive,drive,5,454
9332,156,572,0,drive,drive,drive,19,454
9333,858,572,0,drive,drive,drive,7,454
9334,1139,572,0,drive,drive,drive,20,454
9335,300,572,1,drive,drive,drive,6,454
9336,626,572,0,drive,drive,drive,21,454
9337,59,122,1,drive,drive,drive,18,455
9338,886,122,0,drive,drive,drive,3,455
9339,187,122,0,drive,drive,drive,4,455
9340,839,122,0,drive,drive,drive,5,455
9341,156,122,1,drive,drive,drive,19,455
9342,858,122,0,drive,drive,drive,7,455
9343,1139,122,1,drive,drive,drive,20,455
9344,300,122,1,drive,drive,drive,6,455
9345,626,122,1,drive,drive,drive,21,455
9346,36,210,1,drive,drive,drive,23,456
9347,1065,210,1,drive,drive,drive,24,456
9348,444,303,0,drive,drive,drive,11,457
9349,445,303,1,drive,drive,drive,0,457
9350,572,303,0,drive,drive,drive,1,457
9351,1127,303,1,drive,drive,drive,2,457
9352,40,1014,0,drive,drive,drive,26,458
9353,745,1014,0,drive,drive,drive,27,458
9354,440,1534,0,drive,drive,drive,28,175
9355,870,825,0,drive,drive,drive,29,386
9356,1380,825,0,drive,drive,drive,30,386
9357,117,825,0,drive,drive,drive,31,386
9358,241,825,0,drive,drive,drive,32,386
9359,879,825,0,drive,drive,drive,33,386
9360,440,825,0,drive,drive,drive,28,386
9361,879,522,1,drive,drive,drive,33,329
9362,440,522,0,drive,drive,drive,28,329
9363,192,342,0,drive,drive,drive,34,459
9364,1172,342,0,drive,drive,drive,35,459
9365,1037,103,0,drive,drive,drive,36,460
9366,1037,59,1,drive,drive,drive,36,461
9367,257,59,1,drive,drive,drive,37,461
9368,1037,1262,1,drive,drive,drive,36,462
9369,192,171,0,drive,drive,drive,34,463
9370,1172,171,1,drive,drive,drive,35,463
9371,1374,1515,0,drive,drive,drive,38,256
9372,192,1515,0,drive,drive,drive,34,256
9373,1172,1515,1,drive,drive,drive,35,256
9374,879,669,0,drive,drive,drive,33,406
9375,440,669,0,drive,drive,drive,28,406
9376,22,669,0,drive,drive,drive,39,406
9377,30,669,0,drive,drive,drive,40,406
9378,879,1365,0,drive,drive,drive,33,464
9379,440,1365,0,drive,drive,drive,28,464
9380,757,146,1,drive,drive,drive,41,465
9381,979,976,0,drive,drive,drive,42,466
9382,367,270,0,drive,drive,drive,43,467
9383,131,672,0,drive,drive,drive,44,297
9384,879,1182,0,drive,drive,drive,33,468
9385,440,1182,0,drive,drive,drive,28,468
9386,879,959,0,drive,drive,drive,33,469
9387,440,959,0,drive,drive,drive,28,469
9388,22,959,0,drive,drive,drive,39,469
9389,30,959,1,drive,drive,drive,40,469
9390,757,1080,0,drive,drive,drive,41,470
9391,1024,91,0,drive,drive,drive,45,294
9392,206,91,0,drive,drive,drive,46,294
9393,362,91,0,drive,drive,drive,47,294
9394,116,91,0,drive,drive,drive,48,294
9395,101,91,0,drive,drive,drive,49,294
9396,1175,91,0,drive,drive,drive,50,294
9397,131,91,0,drive,drive,drive,44,294
9398,425,91,0,drive,drive,drive,51,294
9399,468,91,0,drive,drive,drive,52,294
9400,49,91,0,drive,drive,drive,53,294
9401,40,1378,0,drive,drive,drive,26,471
9402,745,1378,0,drive,drive,drive,27,471
9403,879,1399,0,drive,drive,drive,33,472
9404,440,1399,0,drive,drive,drive,28,472
9405,1370,1323,1,drive,drive,drive,54,473
9406,1037,1323,1,drive,drive,drive,36,473
9407,257,1323,1,drive,drive,drive,37,473
9408,1370,1068,0,drive,drive,drive,54,474
9409,257,1068,0,drive,drive,drive,37,474
9410,1370,851,0,drive,drive,drive,54,475
9411,1037,851,0,drive,drive,drive,36,475
9412,1370,44,0,drive,drive,drive,54,476
9413,257,44,0,drive,drive,drive,37,476
9414,1087,92,0,drive,drive,drive,55,477
9415,879,141,1,drive,drive,drive,33,417
9416,440,141,0,drive,drive,drive,28,417
9417,879,791,0,drive,drive,drive,33,478
9418,440,791,0,drive,drive,drive,28,478
9419,22,613,0,drive,drive,drive,39,479
9420,30,613,0,drive,drive,drive,40,479
9421,879,743,0,drive,drive,drive,33,480
9422,440,743,1,drive,drive,drive,28,480
9423,192,722,0,drive,drive,drive,34,481
9424,40,722,0,drive,drive,drive,26,481
9425,745,722,0,drive,drive,drive,27,481
9426,1172,722,1,drive,drive,drive,35,481
9427,1380,722,0,drive,drive,drive,30,481
9428,449,877,0,drive,drive,drive,56,482
9429,1297,877,0,drive,drive,drive,57,482
9430,780,877,0,drive,drive,drive,58,482
9431,879,80,0,drive,drive,drive,33,483
9432,440,80,0,drive,drive,drive,28,483
9433,1225,533,0,drive,drive,drive,59,484
9434,192,1509,0,drive,drive,drive,34,485
9435,1172,1509,0,drive,drive,drive,35,485
9436,1155,927,0,drive,drive,drive,60,486
9437,1112,857,1,drive,drive,drive,61,72
9438,1381,857,1,drive,drive,drive,62,72
9439,1370,332,1,drive,drive,drive,54,487
9440,105,543,0,drive,drive,drive,63,488
9441,543,543,0,drive,drive,drive,64,488
9442,1294,543,1,drive,drive,drive,65,488
9443,496,605,0,drive,drive,drive,66,489
9444,725,605,0,drive,drive,drive,67,489
9445,313,1426,1,drive,drive,drive,68,490
9446,1227,1426,1,drive,drive,drive,69,490
9447,1024,1034,0,drive,drive,drive,45,291
9448,206,1034,0,drive,drive,drive,46,291
9449,362,1034,0,drive,drive,drive,47,291
9450,101,1034,0,drive,drive,drive,49,291
9451,1175,1034,0,drive,drive,drive,50,291
9452,425,1034,0,drive,drive,drive,51,291
9453,468,1034,0,drive,drive,drive,52,291
9454,49,1034,0,drive,drive,drive,53,291
9455,1126,942,0,drive,drive,drive,70,288
9456,131,942,0,drive,drive,drive,44,288
9457,507,1458,0,drive,drive,drive,71,491
9458,192,1185,0,drive,drive,drive,34,492
9459,1172,1185,0,drive,drive,drive,35,492
9460,1112,1185,0,drive,drive,drive,61,492
9461,719,1185,1,drive,drive,drive,72,492
9462,1381,1185,0,drive,drive,drive,62,492
9463,96,629,0,drive,drive,drive,73,493
9464,979,1074,0,drive,drive,drive,42,494
9465,1104,1263,1,drive,drive,drive,74,421
9466,757,1263,1,drive,drive,drive,41,421
9467,979,1263,0,drive,drive,drive,42,421
9468,40,1345,0,drive,drive,drive,26,76
9469,745,1345,0,drive,drive,drive,27,76
9470,141,1345,1,drive,drive,drive,75,76
9471,40,618,0,drive,drive,drive,26,495
9472,745,618,0,drive,drive,drive,27,495
9473,141,618,0,drive,drive,drive,75,495
9474,1161,618,1,drive,drive,drive,76,495
9475,879,1016,0,drive,drive,drive,33,496
9476,440,1016,0,drive,drive,drive,28,496
9477,757,1578,0,drive,drive,drive,41,497
9478,879,850,0,drive,drive,drive,33,498
9479,440,850,0,drive,drive,drive,28,498
9480,851,1560,0,drive,drive,drive,77,383
9481,1370,945,0,drive,drive,drive,54,499
9482,851,945,0,drive,drive,drive,77,499
9483,213,556,1,drive,drive,drive,78,500
9484,213,608,0,drive,drive,drive,78,501
9485,30,23,1,drive,drive,drive,40,39
9486,879,996,0,drive,drive,drive,33,420
9487,440,996,0,drive,drive,drive,28,420
9488,22,996,0,drive,drive,drive,39,420
9489,30,996,1,drive,drive,drive,40,420
9490,22,37,0,drive,drive,drive,39,40
9491,1370,495,0,drive,drive,drive,54,502
9492,851,495,0,drive,drive,drive,77,502
9493,257,495,1,drive,drive,drive,37,502
9494,213,209,0,drive,drive,drive,78,503
9495,879,1202,0,drive,drive,drive,33,504
9496,440,1202,0,drive,drive,drive,28,504
9497,1037,497,1,drive,drive,drive,36,505
9498,1037,301,1,drive,drive,drive,36,506
9499,192,1451,0,drive,drive,drive,34,507
9500,1172,1451,1,drive,drive,drive,35,507
9501,141,1451,0,drive,drive,drive,75,507
9502,1161,1451,1,drive,drive,drive,76,507
9503,313,1557,1,drive,drive,drive,68,508
9504,1227,1557,1,drive,drive,drive,69,508
9505,1126,215,0,drive,drive,drive,70,509
9506,131,215,0,drive,drive,drive,44,509
9507,449,127,1,drive,drive,drive,56,73
9508,1297,127,0,drive,drive,drive,57,73
9509,410,127,1,drive,drive,drive,79,73
9510,780,127,1,drive,drive,drive,58,73
9511,449,111,1,drive,drive,drive,56,510
9512,1297,111,0,drive,drive,drive,57,510
9513,780,111,1,drive,drive,drive,58,510
9514,1037,625,0,drive,drive,drive,36,511
9515,257,625,0,drive,drive,drive,37,511
9516,449,1423,1,drive,drive,drive,56,69
9517,1297,1423,0,drive,drive,drive,57,69
9518,780,1423,0,drive,drive,drive,58,69
9519,879,1124,0,drive,drive,drive,33,84
9520,440,1124,0,drive,drive,drive,28,84
9521,879,1,0,drive,drive,drive,33,82
9522,440,1,0,drive,drive,drive,28,82
9523,879,1448,1,drive,drive,drive,33,512
9524,440,1448,0,drive,drive,drive,28,512
9525,1112,1598,0,drive,drive,drive,61,62
9526,719,1598,0,drive,drive,drive,72,62
9527,719,1292,0,drive,drive,drive,72,61
9528,1381,1292,1,drive,drive,drive,62,61
