conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
729,1025,1,al_cpl,al_cpl,41,245,al_cpl
729,460,1,al_cpl,al_cpl,41,379,al_cpl
729,1481,1,al_cpl,al_cpl,41,39,al_cpl
729,1301,1,al_cpl,al_cpl,41,25,al_cpl
729,1289,1,al_cpl,al_cpl,41,342,al_cpl
729,1093,1,al_cpl,al_cpl,41,298,al_cpl
729,1376,1,al_cpl,al_cpl,41,7,al_cpl
730,745,0,pseudo,al_cpl,339,324,mooc
730,1093,1,al_cpl,al_cpl,236,298,al_cpl
730,999,1,al_cpl,al_cpl,236,201,al_cpl
730,1289,1,pseudo,al_cpl,280,342,al_cpl
731,906,0,al_cpl,al_cpl,117,311,al_cpl
731,1542,1,al_cpl,al_cpl,117,299,al_cpl
732,862,0,drive,drive,97,441,drive
732,668,0,drive,drive,97,453,drive
732,1116,0,drive,drive,97,450,drive
732,907,0,drive,drive,97,444,drive
732,245,0,drive,drive,97,449,drive
732,1046,0,drive,drive,97,447,drive
733,1364,1,pseudo,mooc,427,486,al_cpl
733,711,0,moocML,mooc,394,299,mooc
733,1075,0,moocML,mooc,394,312,mooc
733,369,0,moocML,mooc,394,237,mooc
733,685,1,moocML,mooc,394,159,mooc
733,595,0,moocML,mooc,394,334,mooc
733,199,0,moocML,mooc,394,298,mooc
733,170,1,moocML,mooc,394,194,mooc
733,646,0,moocML,mooc,394,91,mooc
733,878,0,moocML,mooc,394,4,mooc
733,317,0,moocML,mooc,394,147,mooc
733,520,1,moocML,mooc,394,149,mooc
733,966,0,moocML,mooc,394,311,mooc
733,498,1,moocML,mooc,394,332,mooc
733,1067,0,pseudo,mooc,326,81,mooc
733,1062,0,moocML,mooc,394,118,mooc
733,1015,1,moocML,mooc,394,378,mooc
733,1140,0,moocML,mooc,394,49,mooc
733,1039,0,moocML,mooc,394,38,mooc
733,1212,0,moocML,mooc,394,372,mooc
733,931,0,moocML,mooc,394,39,mooc
733,195,0,moocML,mooc,394,174,mooc
733,2,0,moocML,mooc,394,272,mooc
733,547,0,moocML,mooc,394,75,mooc
733,404,0,moocML,mooc,394,35,mooc
733,754,0,moocML,mooc,394,238,mooc
734,946,1,pseudo,mooc,70,265,mooc
734,445,0,moocDSA,mooc,260,93,mooc
734,1170,0,moocDSA,mooc,260,116,mooc
734,916,0,moocDSA,mooc,260,435,mooc
734,1377,0,moocDSA,mooc,260,154,mooc
734,7,0,moocDSA,mooc,260,86,mooc
734,982,1,moocDSA,mooc,260,398,mooc
734,484,0,moocDSA,mooc,260,297,mooc
734,700,0,pseudo,mooc,185,289,mooc
734,191,1,moocDSA,mooc,260,369,mooc
734,291,1,moocDSA,mooc,260,423,mooc
734,1175,0,moocDSA,mooc,260,333,mooc
735,214,0,moocDSA,mooc,412,281,mooc
736,134,0,moocML,mooc,145,51,mooc
736,234,1,moocML,mooc,145,257,mooc
736,1214,0,moocML,mooc,145,181,mooc
737,616,0,moocML,mooc,78,28,mooc
737,181,0,moocML,mooc,78,53,mooc
737,1533,0,moocML,mooc,78,273,mooc
737,1586,0,moocML,mooc,78,27,mooc
737,463,0,moocML,mooc,78,8,mooc
737,1360,0,moocML,mooc,78,310,mooc
737,1008,1,moocML,mooc,78,77,mooc
737,503,0,moocML,mooc,78,296,mooc
737,1086,0,moocML,mooc,78,406,mooc
737,943,1,moocML,mooc,78,144,mooc
737,754,0,moocML,mooc,78,238,mooc
737,1097,0,moocML,mooc,78,363,mooc
737,299,1,moocML,mooc,78,7,mooc
737,1154,0,moocML,mooc,78,134,mooc
737,547,0,moocML,mooc,78,75,mooc
737,1403,1,moocML,mooc,78,135,mooc
737,429,1,moocML,mooc,78,16,mooc
737,968,0,moocML,mooc,78,26,mooc
738,266,0,al_cpl,al_cpl,27,212,al_cpl
738,369,0,pseudo,al_cpl,272,237,mooc
738,568,0,al_cpl,al_cpl,27,108,al_cpl
738,380,1,al_cpl,al_cpl,27,256,al_cpl
738,1541,0,al_cpl,al_cpl,27,31,al_cpl
738,1289,1,pseudo,al_cpl,280,342,al_cpl
738,50,0,al_cpl,al_cpl,27,59,al_cpl
738,651,0,al_cpl,al_cpl,27,395,al_cpl
738,624,1,al_cpl,al_cpl,27,391,al_cpl
738,350,1,al_cpl,al_cpl,27,288,al_cpl
738,1364,1,al_cpl,al_cpl,27,486,al_cpl
739,201,1,moocML,mooc,4,315,mooc
739,314,1,moocML,mooc,4,117,mooc
739,561,0,moocML,mooc,4,218,mooc
739,1217,1,moocML,mooc,4,295,mooc
739,688,0,moocML,mooc,4,236,mooc
739,156,0,moocML,mooc,4,191,mooc
739,1214,0,moocML,mooc,4,181,mooc
739,520,0,moocML,mooc,4,149,mooc
739,1063,1,moocML,mooc,4,18,mooc
739,134,0,moocML,mooc,4,51,mooc
739,1230,0,moocML,mooc,4,36,mooc
739,745,0,moocML,mooc,4,324,mooc
739,317,0,moocML,mooc,4,147,mooc
739,165,0,moocML,mooc,4,371,mooc
739,603,0,moocML,mooc,4,107,mooc
739,124,0,moocML,mooc,4,397,mooc
740,849,1,drive,drive,380,831,drive
740,559,1,drive,drive,380,829,drive
740,54,1,drive,drive,380,819,drive
740,1219,1,drive,drive,380,834,drive
741,660,0,al_cpl,al_cpl,74,272,al_cpl
741,980,0,al_cpl,al_cpl,74,375,al_cpl
741,267,0,al_cpl,al_cpl,74,72,al_cpl
741,8,0,al_cpl,al_cpl,74,303,al_cpl
741,1167,0,al_cpl,al_cpl,74,173,al_cpl
741,624,1,al_cpl,al_cpl,74,391,al_cpl
741,380,0,al_cpl,al_cpl,74,256,al_cpl
741,1313,0,al_cpl,al_cpl,74,383,al_cpl
741,1003,1,al_cpl,al_cpl,74,73,al_cpl
742,433,0,moocDSA,mooc,282,50,mooc
742,531,0,moocDSA,mooc,282,379,mooc
742,596,0,moocDSA,mooc,282,90,mooc
743,10,1,pseudo,mooc,491,427,al_cpl
743,633,1,moocML,mooc,275,352,mooc
743,1067,0,pseudo,mooc,326,81,mooc
743,1055,0,moocML,mooc,275,41,mooc
743,931,1,moocML,mooc,275,39,mooc
743,1075,1,moocML,mooc,275,312,mooc
743,14,1,moocML,mooc,275,308,mooc
743,404,1,moocML,mooc,275,35,mooc
743,1029,1,moocML,mooc,275,161,mooc
743,632,1,moocML,mooc,275,230,mooc
743,878,0,moocML,mooc,275,4,mooc
743,620,0,moocML,mooc,275,146,mooc
743,628,1,moocML,mooc,275,30,mooc
743,1062,0,moocML,mooc,275,118,mooc
743,622,0,moocML,mooc,275,267,mooc
743,662,1,moocML,mooc,275,80,mooc
743,561,0,moocML,mooc,275,218,mooc
743,283,1,moocML,mooc,275,88,mooc
743,195,0,moocML,mooc,275,174,mooc
743,852,0,moocML,mooc,275,48,mooc
743,1230,0,moocML,mooc,275,36,mooc
743,134,0,moocML,mooc,275,51,mooc
743,779,1,moocML,mooc,275,180,mooc
743,317,0,moocML,mooc,275,147,mooc
744,1140,0,moocML,mooc,224,49,mooc
744,1062,0,moocML,mooc,224,118,mooc
744,1434,0,moocML,mooc,224,138,mooc
744,966,0,moocML,mooc,224,311,mooc
744,124,0,moocML,mooc,224,397,mooc
744,620,0,moocML,mooc,224,146,mooc
744,1259,1,moocML,mooc,224,353,mooc
744,561,0,moocML,mooc,224,218,mooc
744,317,0,moocML,mooc,224,147,mooc
744,616,0,moocML,mooc,224,28,mooc
744,1063,1,moocML,mooc,224,18,mooc
744,134,0,moocML,mooc,224,51,mooc
744,1533,0,moocML,mooc,224,273,mooc
744,1097,0,moocML,mooc,224,363,mooc
744,1214,0,moocML,mooc,224,181,mooc
744,799,0,moocML,mooc,224,198,mooc
744,878,1,moocML,mooc,224,4,mooc
745,1275,1,drive,drive,27,522,drive
745,1014,0,drive,drive,27,458,drive
745,618,0,drive,drive,27,495,drive
745,722,0,drive,drive,27,481,drive
746,586,0,al_cpl,al_cpl,475,120,al_cpl
746,1502,1,pseudo,al_cpl,435,210,al_cpl
746,1093,1,pseudo,al_cpl,435,298,al_cpl
746,285,1,al_cpl,al_cpl,475,415,al_cpl
746,260,1,al_cpl,al_cpl,475,19,al_cpl
746,1125,1,al_cpl,al_cpl,475,271,al_cpl
746,1404,1,al_cpl,al_cpl,475,365,al_cpl
746,1570,1,al_cpl,al_cpl,475,422,al_cpl
746,132,0,al_cpl,al_cpl,475,122,al_cpl
746,603,0,pseudo,al_cpl,401,107,mooc
746,745,0,pseudo,al_cpl,339,324,mooc
747,221,0,al_cpl,al_cpl,205,382,al_cpl
748,1112,0,drive,drive,240,636,drive
748,1479,0,drive,drive,240,303,drive
748,246,0,drive,drive,240,199,drive
748,506,1,drive,drive,240,657,drive
748,457,0,drive,drive,240,304,drive
748,1246,0,drive,drive,240,633,drive
748,118,1,drive,drive,240,198,drive
748,1028,0,drive,drive,240,33,drive
748,1577,0,drive,drive,240,613,drive
748,21,0,drive,drive,240,617,drive
748,729,0,drive,drive,240,628,drive
748,967,1,drive,drive,240,204,drive
748,1552,0,drive,drive,240,624,drive
748,585,1,drive,drive,240,66,drive
748,61,0,drive,drive,240,620,drive
748,1395,0,drive,drive,240,641,drive
748,379,0,drive,drive,240,631,drive
748,1361,0,drive,drive,240,275,drive
748,1433,0,drive,drive,240,644,drive
748,216,0,drive,drive,240,396,drive
749,1243,1,moocML,mooc,314,128,mooc
749,442,0,moocML,mooc,314,357,mooc
749,662,0,moocML,mooc,314,80,mooc
749,1218,0,moocML,mooc,314,241,mooc
749,58,0,moocML,mooc,314,401,mooc
749,878,0,moocML,mooc,314,4,mooc
749,1062,0,moocML,mooc,314,118,mooc
749,799,0,moocML,mooc,314,198,mooc
749,423,0,moocML,mooc,314,358,mooc
749,1536,0,moocML,mooc,314,350,mooc
749,1056,0,moocML,mooc,314,292,mooc
749,1097,0,moocML,mooc,314,363,mooc
749,981,0,moocML,mooc,314,96,mooc
749,1075,0,moocML,mooc,314,312,mooc
749,1422,0,moocML,mooc,314,42,mooc
749,616,0,moocML,mooc,314,28,mooc
749,263,0,moocML,mooc,314,396,mooc
749,561,0,moocML,mooc,314,218,mooc
749,944,0,moocML,mooc,314,409,mooc
749,966,0,moocML,mooc,314,311,mooc
749,1140,0,moocML,mooc,314,49,mooc
749,404,0,moocML,mooc,314,35,mooc
749,317,0,moocML,mooc,314,147,mooc
749,1514,0,moocML,mooc,314,264,mooc
749,95,0,moocML,mooc,314,431,mooc
749,547,0,moocML,mooc,314,75,mooc
749,282,0,moocML,mooc,314,84,mooc
749,1562,1,moocML,mooc,314,160,mooc
749,516,1,moocML,mooc,314,101,mooc
749,1548,1,moocML,mooc,314,347,mooc
749,855,1,moocML,mooc,314,417,mooc
749,1526,1,moocML,mooc,314,415,mooc
749,1067,0,pseudo,mooc,326,81,mooc
749,688,0,moocML,mooc,314,236,mooc
749,509,0,pseudo,mooc,298,383,mooc
749,181,0,moocML,mooc,314,53,mooc
749,1217,0,moocML,mooc,314,295,mooc
749,1437,0,moocML,mooc,314,214,mooc
749,1533,0,moocML,mooc,314,273,mooc
749,1545,1,pseudo,mooc,223,368,al_cpl
749,1033,1,pseudo,mooc,98,99,al_cpl
749,846,1,moocML,mooc,314,294,mooc
749,503,0,moocML,mooc,314,296,mooc
749,439,0,moocML,mooc,314,182,mooc
749,975,0,moocML,mooc,314,203,mooc
749,178,0,moocML,mooc,314,355,mooc
749,1401,0,moocML,mooc,314,170,mooc
749,134,0,moocML,mooc,314,51,mooc
750,133,1,drive,drive,363,798,drive
750,1048,0,drive,drive,363,804,drive
750,1285,1,drive,drive,363,799,drive
750,1366,1,drive,drive,363,805,drive
750,1070,0,drive,drive,363,800,drive
750,243,0,drive,drive,363,806,drive
750,650,1,drive,drive,363,801,drive
750,1383,0,drive,drive,363,802,drive
751,459,0,drive,drive,433,886,drive
752,842,0,al_cpl,al_cpl,136,412,al_cpl
752,821,0,al_cpl,al_cpl,136,445,al_cpl
752,812,0,al_cpl,al_cpl,136,286,al_cpl
752,293,0,al_cpl,al_cpl,136,10,al_cpl
752,760,0,al_cpl,al_cpl,136,68,al_cpl
752,460,0,al_cpl,al_cpl,136,379,al_cpl
752,349,0,al_cpl,al_cpl,136,329,al_cpl
753,809,0,al_cpl,al_cpl,497,367,al_cpl
754,745,0,pseudo,drive,339,324,mooc
754,1404,1,pseudo,drive,193,365,al_cpl
754,222,1,drive,drive,307,878,drive
754,410,0,drive,drive,307,715,drive
754,76,0,drive,drive,307,717,drive
755,1523,0,moocDSA,mooc,360,251,mooc
755,682,1,moocDSA,mooc,360,399,mooc
755,1302,1,moocDSA,mooc,360,331,mooc
755,517,0,moocDSA,mooc,360,380,mooc
756,1344,1,drive,drive,140,150,drive
757,1405,0,drive,drive,41,279,drive
757,1080,0,drive,drive,41,470,drive
757,1406,1,drive,drive,41,283,drive
757,1263,1,drive,drive,41,421,drive
757,1578,0,drive,drive,41,497,drive
757,745,0,pseudo,drive,339,324,mooc
757,369,0,pseudo,drive,272,237,mooc
757,1404,1,pseudo,drive,193,365,al_cpl
757,1093,1,pseudo,drive,435,298,al_cpl
758,1174,0,al_cpl,al_cpl,307,246,al_cpl
758,1085,0,al_cpl,al_cpl,307,345,al_cpl
758,1125,0,al_cpl,al_cpl,307,271,al_cpl
758,453,0,al_cpl,al_cpl,307,291,al_cpl
758,1054,0,al_cpl,al_cpl,307,161,al_cpl
758,1503,0,al_cpl,al_cpl,307,426,al_cpl
758,741,0,al_cpl,al_cpl,307,147,al_cpl
758,1528,0,al_cpl,al_cpl,307,229,al_cpl
758,597,0,al_cpl,al_cpl,307,476,al_cpl
758,372,0,al_cpl,al_cpl,307,533,al_cpl
758,1178,0,al_cpl,al_cpl,307,14,al_cpl
758,43,0,al_cpl,al_cpl,307,144,al_cpl
758,1159,0,al_cpl,al_cpl,307,542,al_cpl
758,1436,0,al_cpl,al_cpl,307,257,al_cpl
758,994,0,al_cpl,al_cpl,307,198,al_cpl
758,941,0,al_cpl,al_cpl,307,199,al_cpl
758,5,0,al_cpl,al_cpl,307,193,al_cpl
758,144,0,al_cpl,al_cpl,307,510,al_cpl
758,1353,0,al_cpl,al_cpl,307,151,al_cpl
758,1341,0,al_cpl,al_cpl,307,290,al_cpl
758,822,0,al_cpl,al_cpl,307,219,al_cpl
758,740,0,al_cpl,al_cpl,307,150,al_cpl
758,160,0,al_cpl,al_cpl,307,247,al_cpl
759,116,0,al_cpl,al_cpl,118,359,al_cpl
759,1057,0,al_cpl,al_cpl,118,431,al_cpl
759,1554,0,al_cpl,al_cpl,118,355,al_cpl
759,202,1,al_cpl,al_cpl,118,277,al_cpl
759,1527,0,al_cpl,al_cpl,118,361,al_cpl
759,1338,1,al_cpl,al_cpl,118,374,al_cpl
759,1453,1,al_cpl,al_cpl,118,377,al_cpl
759,1240,1,al_cpl,al_cpl,118,17,al_cpl
759,674,0,al_cpl,al_cpl,118,517,al_cpl
759,1343,1,al_cpl,al_cpl,118,534,al_cpl
759,81,1,al_cpl,al_cpl,118,276,al_cpl
759,1497,0,al_cpl,al_cpl,118,42,al_cpl
759,300,0,al_cpl,al_cpl,118,308,al_cpl
759,745,0,pseudo,al_cpl,339,324,mooc
759,40,0,al_cpl,al_cpl,118,378,al_cpl
759,1093,1,pseudo,al_cpl,435,298,al_cpl
759,334,0,al_cpl,al_cpl,118,53,al_cpl
759,1502,1,al_cpl,al_cpl,118,210,al_cpl
759,475,0,al_cpl,al_cpl,118,404,al_cpl
760,324,0,drive,drive,146,546,drive
761,328,0,drive,drive,244,649,drive
761,787,1,drive,drive,244,614,drive
761,889,1,drive,drive,244,638,drive
761,816,1,drive,drive,244,87,drive
761,597,1,drive,drive,244,71,drive
761,1333,0,drive,drive,244,632,drive
761,1252,0,drive,drive,244,650,drive
761,294,1,drive,drive,244,85,drive
761,444,0,drive,drive,244,648,drive
761,529,1,drive,drive,244,639,drive
761,1059,1,pseudo,drive,298,295,al_cpl
761,509,0,pseudo,drive,298,383,mooc
761,1169,1,drive,drive,244,658,drive
761,225,1,drive,drive,244,249,drive
761,372,1,drive,drive,244,68,drive
761,666,0,drive,drive,244,642,drive
762,1533,0,moocML,mooc,422,273,mooc
762,754,0,moocML,mooc,422,238,mooc
762,503,0,moocML,mooc,422,296,mooc
762,95,1,moocML,mooc,422,431,mooc
762,477,0,moocML,mooc,422,416,mooc
762,592,1,moocML,mooc,422,148,mooc
762,814,0,moocML,mooc,422,366,mooc
762,628,1,moocML,mooc,422,30,mooc
762,442,0,moocML,mooc,422,357,mooc
762,987,0,moocML,mooc,422,348,mooc
762,547,0,moocML,mooc,422,75,mooc
762,296,0,moocML,mooc,422,211,mooc
762,766,0,moocML,mooc,422,67,mooc
762,632,1,moocML,mooc,422,230,mooc
762,944,0,moocML,mooc,422,409,mooc
762,1582,0,moocML,mooc,422,0,mooc
762,124,0,moocML,mooc,422,397,mooc
762,692,0,moocML,mooc,422,131,mooc
762,181,0,moocML,mooc,422,53,mooc
762,656,1,pseudo,mooc,491,438,al_cpl
762,439,1,moocML,mooc,422,182,mooc
762,616,0,moocML,mooc,422,28,mooc
762,241,0,moocML,mooc,422,270,mooc
762,283,0,moocML,mooc,422,88,mooc
762,1435,0,pseudo,mooc,244,307,mooc
762,881,0,moocML,mooc,422,275,mooc
762,264,0,moocML,mooc,422,309,mooc
762,943,0,moocML,mooc,422,144,mooc
762,297,0,moocML,mooc,422,413,mooc
762,134,0,moocML,mooc,422,51,mooc
762,1259,0,moocML,mooc,422,353,mooc
762,1218,0,moocML,mooc,422,241,mooc
762,878,0,moocML,mooc,422,4,mooc
762,404,0,moocML,mooc,422,35,mooc
762,646,1,moocML,mooc,422,91,mooc
762,156,1,moocML,mooc,422,191,mooc
762,41,1,moocML,mooc,422,326,mooc
762,1055,1,moocML,mooc,422,41,mooc
762,779,0,moocML,mooc,422,180,mooc
762,304,0,moocML,mooc,422,202,mooc
762,1437,0,moocML,mooc,422,214,mooc
762,337,0,moocML,mooc,422,304,mooc
762,1056,0,moocML,mooc,422,292,mooc
762,1063,0,moocML,mooc,422,18,mooc
762,662,0,moocML,mooc,422,80,mooc
762,673,0,moocML,mooc,422,29,mooc
763,1404,1,pseudo,al_cpl,193,365,al_cpl
763,1384,1,al_cpl,al_cpl,230,15,al_cpl
763,745,0,pseudo,al_cpl,339,324,mooc
764,1062,0,moocML,mooc,150,118,mooc
764,404,0,moocML,mooc,150,35,mooc
764,442,0,moocML,mooc,150,357,mooc
764,944,0,moocML,mooc,150,409,mooc
764,547,0,moocML,mooc,150,75,mooc
764,1586,0,moocML,mooc,150,27,mooc
764,181,0,moocML,mooc,150,53,mooc
764,620,0,moocML,mooc,150,146,mooc
764,317,0,moocML,mooc,150,147,mooc
764,662,0,moocML,mooc,150,80,mooc
764,58,0,moocML,mooc,150,401,mooc
764,878,0,moocML,mooc,150,4,mooc
764,1153,0,moocML,mooc,150,132,mooc
764,503,0,moocML,mooc,150,296,mooc
764,199,0,moocML,mooc,150,298,mooc
764,1218,0,moocML,mooc,150,241,mooc
764,443,0,moocML,mooc,150,120,mooc
765,926,0,drive,drive,429,903,drive
765,98,0,drive,drive,429,879,drive
765,1419,0,drive,drive,429,880,drive
765,56,0,drive,drive,429,887,drive
766,447,1,al_cpl,al_cpl,454,455,al_cpl
766,842,0,al_cpl,al_cpl,454,412,al_cpl
767,337,0,moocML,mooc,277,304,mooc
767,1257,0,moocML,mooc,277,45,mooc
767,881,0,moocML,mooc,277,275,mooc
767,360,0,moocML,mooc,277,258,mooc
767,843,0,moocML,mooc,277,130,mooc
767,561,0,moocML,mooc,277,218,mooc
767,463,0,moocML,mooc,277,8,mooc
767,662,0,moocML,mooc,277,80,mooc
767,1075,0,moocML,mooc,277,312,mooc
767,93,0,moocML,mooc,277,381,mooc
768,1490,1,moocDSA,mooc,354,223,mooc
768,509,0,pseudo,mooc,298,383,mooc
768,656,1,pseudo,mooc,491,438,al_cpl
769,12,1,moocDSA,mooc,139,323,mooc
769,1249,0,moocDSA,mooc,139,330,mooc
769,214,0,moocDSA,mooc,139,281,mooc
769,1523,0,moocDSA,mooc,139,251,mooc
769,496,1,moocDSA,mooc,139,219,mooc
769,1127,0,moocDSA,mooc,139,195,mooc
769,1446,0,moocDSA,mooc,139,87,mooc
769,1045,0,moocDSA,mooc,139,89,mooc
769,1011,0,moocDSA,mooc,139,226,mooc
769,1175,0,moocDSA,mooc,139,333,mooc
769,422,1,pseudo,mooc,234,22,mooc
769,1302,1,moocDSA,mooc,139,331,mooc
769,1171,0,moocDSA,mooc,139,99,mooc
769,26,0,moocDSA,mooc,139,189,mooc
769,1490,0,moocDSA,mooc,139,223,mooc
769,261,0,moocDSA,mooc,139,215,mooc
769,811,1,moocDSA,mooc,139,432,mooc
769,1106,0,moocDSA,mooc,139,252,mooc
769,1495,0,moocDSA,mooc,139,231,mooc
769,1067,0,pseudo,mooc,326,81,mooc
769,717,1,moocDSA,mooc,139,249,mooc
769,1303,0,moocDSA,mooc,139,83,mooc
769,1558,0,moocDSA,mooc,139,259,mooc
769,703,1,moocDSA,mooc,139,254,mooc
769,327,0,moocDSA,mooc,139,121,mooc
769,1170,0,moocDSA,mooc,139,116,mooc
769,596,0,moocDSA,mooc,139,90,mooc
769,257,1,moocDSA,mooc,139,291,mooc
769,482,0,moocDSA,mooc,139,206,mooc
769,1026,0,moocDSA,mooc,139,338,mooc
769,242,0,moocDSA,mooc,139,109,mooc
769,827,0,moocDSA,mooc,139,426,mooc
769,251,0,moocDSA,mooc,139,23,mooc
769,887,0,moocDSA,mooc,139,360,mooc
769,920,0,moocDSA,mooc,139,320,mooc
769,910,1,moocDSA,mooc,139,95,mooc
769,445,0,moocDSA,mooc,139,93,mooc
769,446,0,moocDSA,mooc,139,364,mooc
769,1442,0,moocDSA,mooc,139,306,mooc
769,188,0,moocDSA,mooc,139,178,mooc
769,726,0,moocDSA,mooc,139,20,mooc
769,635,0,moocDSA,mooc,139,341,mooc
769,1314,0,moocDSA,mooc,139,40,mooc
769,636,0,moocDSA,mooc,139,210,mooc
769,1418,0,moocDSA,mooc,139,212,mooc
769,1565,1,moocDSA,mooc,139,193,mooc
769,1315,0,moocDSA,mooc,139,346,mooc
769,1017,0,moocDSA,mooc,139,261,mooc
769,1472,1,moocDSA,mooc,139,367,mooc
769,939,0,moocDSA,mooc,139,68,mooc
769,1021,0,moocDSA,mooc,139,340,mooc
769,415,0,moocDSA,mooc,139,37,mooc
770,588,0,al_cpl,al_cpl,508,539,al_cpl
770,1054,0,al_cpl,al_cpl,508,161,al_cpl
770,1404,1,al_cpl,al_cpl,508,365,al_cpl
770,87,0,al_cpl,al_cpl,508,2,al_cpl
770,5,1,al_cpl,al_cpl,508,193,al_cpl
771,1481,0,al_cpl,al_cpl,311,39,al_cpl
771,978,1,al_cpl,al_cpl,311,481,al_cpl
771,1496,0,al_cpl,al_cpl,311,324,al_cpl
771,1542,1,al_cpl,al_cpl,311,299,al_cpl
771,868,1,al_cpl,al_cpl,311,117,al_cpl
772,772,0,al_cpl,al_cpl,153,162,al_cpl
772,1054,0,al_cpl,al_cpl,153,161,al_cpl
772,597,0,al_cpl,al_cpl,153,476,al_cpl
772,1553,0,al_cpl,al_cpl,153,145,al_cpl
772,160,0,al_cpl,al_cpl,153,247,al_cpl
772,1353,0,al_cpl,al_cpl,153,151,al_cpl
772,1224,0,al_cpl,al_cpl,153,158,al_cpl
772,453,0,al_cpl,al_cpl,153,291,al_cpl
772,964,0,al_cpl,al_cpl,153,537,al_cpl
772,588,0,al_cpl,al_cpl,153,539,al_cpl
772,1341,0,al_cpl,al_cpl,153,290,al_cpl
772,132,0,al_cpl,al_cpl,153,122,al_cpl
772,740,0,al_cpl,al_cpl,153,150,al_cpl
772,336,0,al_cpl,al_cpl,153,294,al_cpl
772,579,0,al_cpl,al_cpl,153,146,al_cpl
772,143,0,al_cpl,al_cpl,153,200,al_cpl
773,257,1,moocDSA,mooc,95,291,mooc
773,327,0,moocDSA,mooc,95,121,mooc
773,396,0,moocDSA,mooc,95,262,mooc
773,64,0,moocDSA,mooc,95,434,mooc
773,1021,0,moocDSA,mooc,95,340,mooc
773,1045,0,moocDSA,mooc,95,89,mooc
773,1144,0,moocDSA,mooc,95,276,mooc
773,1490,0,moocDSA,mooc,95,223,mooc
773,1249,0,moocDSA,mooc,95,330,mooc
773,1206,0,moocDSA,mooc,95,122,mooc
773,251,0,moocDSA,mooc,95,23,mooc
773,422,1,moocDSA,mooc,95,22,mooc
773,1067,0,pseudo,mooc,326,81,mooc
773,446,0,moocDSA,mooc,95,364,mooc
773,887,0,moocDSA,mooc,95,360,mooc
773,1213,0,moocDSA,mooc,95,303,mooc
773,378,0,moocDSA,mooc,95,207,mooc
773,1165,0,moocDSA,mooc,95,217,mooc
773,1594,1,pseudo,mooc,254,248,mooc
773,1234,1,moocDSA,mooc,95,243,mooc
773,1127,0,moocDSA,mooc,95,195,mooc
773,1418,0,moocDSA,mooc,95,212,mooc
773,261,0,moocDSA,mooc,95,215,mooc
773,214,0,moocDSA,mooc,95,281,mooc
773,489,0,moocDSA,mooc,95,72,mooc
774,1099,0,drive,drive,336,743,drive
774,1181,0,drive,drive,336,867,drive
775,1363,1,al_cpl,al_cpl,390,139,al_cpl
775,1453,1,al_cpl,al_cpl,390,377,al_cpl
775,81,1,al_cpl,al_cpl,390,276,al_cpl
775,295,1,al_cpl,al_cpl,390,354,al_cpl
775,1372,1,al_cpl,al_cpl,390,183,al_cpl
775,40,1,al_cpl,al_cpl,390,378,al_cpl
775,738,0,al_cpl,al_cpl,390,501,al_cpl
775,1240,1,al_cpl,al_cpl,390,17,al_cpl
775,1343,1,al_cpl,al_cpl,390,534,al_cpl
775,202,1,al_cpl,al_cpl,390,277,al_cpl
775,189,0,al_cpl,al_cpl,390,437,al_cpl
775,1338,1,al_cpl,al_cpl,390,374,al_cpl
775,1111,1,pseudo,al_cpl,95,88,drive
775,369,0,pseudo,al_cpl,272,237,mooc
775,1502,1,al_cpl,al_cpl,390,210,al_cpl
775,1289,1,pseudo,al_cpl,280,342,al_cpl
775,1332,1,pseudo,al_cpl,276,369,al_cpl
775,208,1,pseudo,al_cpl,280,8,al_cpl
775,745,0,pseudo,al_cpl,339,324,mooc
775,603,0,pseudo,al_cpl,401,107,mooc
775,881,0,pseudo,al_cpl,272,275,mooc
775,1062,0,pseudo,al_cpl,272,118,mooc
775,1093,1,pseudo,al_cpl,435,298,al_cpl
776,953,0,al_cpl,al_cpl,95,75,al_cpl
776,81,1,al_cpl,al_cpl,95,276,al_cpl
776,334,0,al_cpl,al_cpl,95,53,al_cpl
776,1400,0,al_cpl,al_cpl,95,370,al_cpl
776,567,0,al_cpl,al_cpl,95,79,al_cpl
776,1083,0,al_cpl,al_cpl,95,137,al_cpl
776,1502,1,al_cpl,al_cpl,95,210,al_cpl
776,1216,0,al_cpl,al_cpl,95,528,al_cpl
776,599,0,al_cpl,al_cpl,95,463,al_cpl
776,1102,0,al_cpl,al_cpl,95,55,al_cpl
776,1093,1,al_cpl,al_cpl,95,298,al_cpl
777,763,0,drive,drive,400,888,drive
777,600,0,drive,drive,400,354,drive
777,474,0,drive,drive,400,882,drive
777,1588,0,drive,drive,400,885,drive
777,1005,0,drive,drive,400,881,drive
777,789,0,drive,drive,400,897,drive
777,1267,0,drive,drive,400,894,drive
778,345,1,moocDSA,mooc,435,192,mooc
778,1206,1,moocDSA,mooc,435,122,mooc
778,717,1,moocDSA,mooc,435,249,mooc
778,930,1,moocDSA,mooc,435,440,mooc
778,489,1,moocDSA,mooc,435,72,mooc
778,848,0,moocDSA,mooc,435,386,mooc
778,1563,1,moocDSA,mooc,435,433,mooc
778,910,1,moocDSA,mooc,435,95,mooc
778,887,0,moocDSA,mooc,435,360,mooc
