conceptA,conceptB,isPrerequisite,dataset
645,1453,1,al_cpl
645,202,1,al_cpl
645,40,0,al_cpl
645,1036,0,al_cpl
645,1343,1,al_cpl
645,81,1,al_cpl
645,1118,0,al_cpl
645,526,0,al_cpl
645,1338,1,al_cpl
645,1527,0,al_cpl
645,1240,1,al_cpl
645,1502,1,al_cpl
645,213,0,al_cpl
646,460,0,al_cpl
646,999,1,al_cpl
646,72,0,al_cpl
646,748,0,al_cpl
647,469,0,al_cpl
648,134,0,moocML
648,381,0,moocML
648,616,0,moocML
648,337,0,moocML
648,673,0,moocML
648,603,0,moocML
648,1212,0,moocML
648,878,0,moocML
648,393,0,moocML
648,1063,0,moocML
648,1422,0,moocML
648,1294,0,moocML
648,950,0,moocML
648,404,0,moocML
648,799,0,moocML
648,58,0,moocML
648,477,0,moocML
648,264,0,moocML
648,944,0,moocML
648,630,0,moocML
648,745,0,moocML
648,1582,0,moocML
648,547,0,moocML
648,882,0,moocML
648,987,0,moocML
648,1533,0,moocML
648,814,0,moocML
648,783,0,moocML
648,296,0,moocML
648,1056,0,moocML
648,1133,0,moocML
648,1075,0,moocML
648,1259,0,moocML
648,181,0,moocML
648,382,0,moocML
648,1086,0,moocML
648,277,0,moocML
648,620,0,moocML
648,784,0,moocML
648,1396,1,moocML
648,124,0,moocML
648,1487,0,moocML
648,297,0,moocML
648,646,0,moocML
648,1235,0,moocML
648,662,0,moocML
648,1154,0,moocML
648,1214,0,moocML
648,1030,0,moocML
648,1437,0,moocML
648,429,0,moocML
649,1559,0,al_cpl
649,752,1,al_cpl
649,1502,1,al_cpl
649,1596,0,al_cpl
649,1138,0,al_cpl
649,290,0,al_cpl
649,97,0,al_cpl
649,1025,0,al_cpl
649,812,0,al_cpl
649,1216,0,al_cpl
649,842,0,al_cpl
649,81,1,al_cpl
649,760,0,al_cpl
649,1453,1,al_cpl
649,418,0,al_cpl
649,1093,1,al_cpl
649,1247,0,al_cpl
649,776,0,al_cpl
649,334,0,al_cpl
649,430,0,al_cpl
649,1240,1,al_cpl
649,473,0,al_cpl
649,147,0,al_cpl
649,1502,1,al_cpl
649,262,0,al_cpl
649,1363,1,al_cpl
649,1247,0,al_cpl
649,385,0,al_cpl
649,1280,0,al_cpl
649,1282,0,al_cpl
649,175,0,al_cpl
649,599,0,al_cpl
649,555,1,al_cpl
649,929,0,al_cpl
649,1057,0,al_cpl
649,385,0,al_cpl
649,392,1,al_cpl
649,1338,1,al_cpl
650,1374,0,drive
651,747,0,al_cpl
651,1224,0,al_cpl
651,918,0,al_cpl
651,740,0,al_cpl
651,1404,1,al_cpl
651,1054,1,al_cpl
652,999,1,al_cpl
652,1093,1,al_cpl
652,1376,0,al_cpl
652,738,0,al_cpl
652,1384,0,al_cpl
652,499,0,al_cpl
652,1496,0,al_cpl
652,748,0,al_cpl
652,1058,0,al_cpl
653,1105,0,moocML
653,1533,0,moocML
653,662,0,moocML
653,754,0,moocML
653,1482,0,moocML
653,547,0,moocML
653,630,0,moocML
653,1218,0,moocML
653,1055,0,moocML
653,692,1,moocML
653,1063,1,moocML
653,20,0,moocML
653,1062,0,moocML
653,1056,0,moocML
653,1154,0,moocML
653,1316,0,moocML
653,503,0,moocML
653,616,0,moocML
653,1214,0,moocML
653,646,0,moocML
653,874,0,moocML
653,878,0,moocML
653,67,1,moocML
653,439,1,moocML
653,404,0,moocML
653,95,0,moocML
653,234,1,moocML
653,520,0,moocML
653,601,0,moocML
653,814,0,moocML
653,1235,0,moocML
654,386,1,al_cpl
654,247,1,al_cpl
654,1574,1,al_cpl
654,253,1,al_cpl
654,656,1,al_cpl
655,576,0,moocDSA
655,873,0,moocDSA
655,214,0,moocDSA
656,1148,0,al_cpl
656,202,0,al_cpl
657,1030,1,moocML
657,1062,0,moocML
657,317,0,moocML
657,1294,0,moocML
657,381,1,moocML
657,1533,0,moocML
657,603,0,moocML
657,134,0,moocML
658,646,0,moocML
658,317,0,moocML
658,477,1,moocML
659,905,1,drive
659,358,1,drive
659,744,1,drive
659,985,1,drive
659,550,1,drive
659,1009,1,drive
659,1415,1,drive
659,1066,1,drive
659,1366,0,drive
659,505,1,drive
659,823,1,drive
659,890,1,drive
659,806,1,drive
659,1368,1,drive
659,240,0,drive
659,1529,1,drive
659,1129,1,drive
659,654,1,drive
659,663,1,drive
659,1402,1,drive
659,168,1,drive
659,730,1,drive
659,230,0,drive
659,1561,1,drive
660,5,1,al_cpl
660,333,0,al_cpl
660,1324,1,al_cpl
660,1589,0,al_cpl
660,1404,1,al_cpl
660,954,1,al_cpl
661,802,1,al_cpl
661,10,1,al_cpl
661,644,0,al_cpl
662,990,1,al_cpl
662,1404,1,al_cpl
662,1258,1,al_cpl
662,1318,1,al_cpl
663,50,0,al_cpl
663,928,0,al_cpl
663,1286,0,al_cpl
663,221,0,al_cpl
664,460,0,al_cpl
664,364,0,al_cpl
665,1207,1,drive
665,1390,1,drive
665,11,1,drive
665,823,0,drive
665,138,1,drive
665,400,0,drive
665,773,1,drive
666,356,0,al_cpl
667,165,0,moocML
667,897,1,moocML
667,493,1,moocML
667,620,0,moocML
667,855,1,moocML
667,201,1,moocML
667,646,0,moocML
667,184,0,moocML
667,1230,0,moocML
667,846,1,moocML
667,1487,1,moocML
667,314,1,moocML
667,966,0,moocML
667,1063,1,moocML
667,1097,1,moocML
667,561,0,moocML
667,1212,0,moocML
667,1271,0,moocML
667,509,0,moocML
667,317,0,moocML
667,1062,0,moocML
667,337,1,moocML
667,1217,1,moocML
667,1143,0,moocML
667,931,1,moocML
667,178,0,moocML
667,878,0,moocML
667,563,1,moocML
667,881,0,moocML
667,199,1,moocML
667,437,1,moocML
668,87,0,al_cpl
668,1258,1,al_cpl
668,538,0,al_cpl
668,1484,0,al_cpl
668,510,0,al_cpl
668,1318,1,al_cpl
668,372,1,al_cpl
668,597,1,al_cpl
668,1341,0,al_cpl
668,1404,1,al_cpl
669,670,0,drive
669,480,1,drive
669,1420,0,drive
670,652,0,al_cpl
670,359,0,al_cpl
670,232,0,al_cpl
670,1093,1,al_cpl
670,544,0,al_cpl
670,980,0,al_cpl
670,1301,1,al_cpl
670,51,0,al_cpl
670,252,0,al_cpl
670,1530,0,al_cpl
670,335,0,al_cpl
670,727,0,al_cpl
670,1480,0,al_cpl
670,321,0,al_cpl
670,50,0,al_cpl
670,553,0,al_cpl
670,840,0,al_cpl
670,965,0,al_cpl
670,641,0,al_cpl
670,1568,0,al_cpl
670,786,0,al_cpl
670,1037,0,al_cpl
670,273,0,al_cpl
670,1277,0,al_cpl
670,119,0,al_cpl
671,1328,1,moocDSA
671,746,0,moocDSA
671,920,0,moocDSA
671,64,0,moocDSA
671,1495,0,moocDSA
671,573,0,moocDSA
671,1391,0,moocDSA
671,1269,0,moocDSA
671,190,0,moocDSA
671,36,0,moocDSA
671,1315,0,moocDSA
672,208,1,al_cpl
673,740,0,al_cpl
673,1341,0,al_cpl
673,1503,0,al_cpl
673,588,1,al_cpl
673,1054,0,al_cpl
673,132,0,al_cpl
673,904,0,al_cpl
673,1125,0,al_cpl
674,245,0,drive
675,392,0,al_cpl
675,1318,1,al_cpl
675,1138,0,al_cpl
675,202,0,al_cpl
675,147,0,al_cpl
675,46,0,al_cpl
675,1502,1,al_cpl
675,179,0,al_cpl
675,97,0,al_cpl
675,334,1,al_cpl
675,238,1,al_cpl
675,1338,0,al_cpl
675,508,0,al_cpl
675,175,0,al_cpl
676,691,1,al_cpl
677,198,0,moocDSA
677,483,1,moocDSA
677,1170,0,moocDSA
677,1042,0,moocDSA
677,576,0,moocDSA
677,1175,0,moocDSA
677,214,0,moocDSA
677,1495,0,moocDSA
677,781,0,moocDSA
678,1021,0,moocDSA
678,596,0,moocDSA
678,257,0,moocDSA
678,1249,0,moocDSA
678,887,0,moocDSA
678,1394,0,moocDSA
679,1101,1,drive
679,1103,0,drive
679,1320,0,drive
679,720,0,drive
679,110,0,drive
679,863,0,drive
679,371,0,drive
679,1149,0,drive
679,640,0,drive
679,1208,0,drive
680,349,0,al_cpl
680,837,1,al_cpl
680,1559,0,al_cpl
680,1496,1,al_cpl
680,952,0,al_cpl
680,1093,1,al_cpl
680,1113,0,al_cpl
680,1301,1,al_cpl
680,1289,1,al_cpl
681,333,0,al_cpl
682,1133,0,moocML
682,878,0,moocML
682,1039,0,moocML
682,1403,0,moocML
682,1304,1,moocML
682,961,0,moocML
682,1294,0,moocML
682,134,0,moocML
682,662,0,moocML
682,1067,0,moocML
682,944,0,moocML
682,95,0,moocML
682,1349,1,moocML
682,1030,0,moocML
682,18,0,moocML
682,277,0,moocML
682,502,1,moocML
682,1271,0,moocML
682,282,0,moocML
682,1075,0,moocML
682,1235,0,moocML
682,1360,0,moocML
682,1435,0,moocML
682,1482,0,moocML
682,455,0,moocML
682,520,0,moocML
682,630,0,moocML
682,784,0,moocML
682,264,0,moocML
682,1063,0,moocML
682,1154,0,moocML
682,381,0,moocML
682,602,0,moocML
682,968,0,moocML
682,1062,0,moocML
682,1437,0,moocML
682,404,0,moocML
682,197,0,moocML
682,1533,0,moocML
682,1396,0,moocML
682,369,0,moocML
682,1483,0,moocML
682,616,0,moocML
682,299,0,moocML
682,125,0,moocML
682,429,0,moocML
682,439,0,moocML
682,317,0,moocML
683,916,0,moocDSA
683,636,0,moocDSA
683,261,0,moocDSA
683,1472,1,moocDSA
683,1026,1,moocDSA
683,251,0,moocDSA
683,1523,0,moocDSA
683,1522,1,moocDSA
683,887,0,moocDSA
683,19,0,moocDSA
683,703,1,moocDSA
683,811,1,moocDSA
683,265,1,moocDSA
683,1302,1,moocDSA
683,1013,0,moocDSA
683,910,1,moocDSA
683,489,0,moocDSA
683,188,1,moocDSA
683,1175,0,moocDSA
683,1170,0,moocDSA
683,903,1,moocDSA
683,1234,0,moocDSA
684,1423,0,drive
684,127,1,drive
685,1154,1,moocML
685,1062,0,moocML
685,779,1,moocML
685,283,1,moocML
685,628,1,moocML
685,317,0,moocML
685,874,0,moocML
685,632,1,moocML
685,1055,0,moocML
686,1175,0,moocDSA
687,1559,0,al_cpl
687,1496,0,al_cpl
687,1113,0,al_cpl
687,499,0,al_cpl
687,1110,0,al_cpl
687,1596,0,al_cpl
687,812,0,al_cpl
688,5,1,al_cpl
688,597,1,al_cpl
688,336,1,al_cpl
688,87,1,al_cpl
688,478,0,al_cpl
688,1341,0,al_cpl
688,1404,1,al_cpl
688,510,1,al_cpl
688,115,1,al_cpl
688,372,1,al_cpl
688,1258,1,al_cpl
688,990,1,al_cpl
688,340,0,al_cpl
689,677,1,drive
690,1288,0,drive
690,687,0,drive
691,1191,1,drive
692,876,0,al_cpl
692,1510,0,al_cpl
692,1546,0,al_cpl
693,1382,0,moocDSA
693,36,0,moocDSA
693,1418,0,moocDSA
693,1563,0,moocDSA
693,261,0,moocDSA
693,1377,0,moocDSA
693,815,0,moocDSA
693,872,0,moocDSA
693,848,0,moocDSA
693,19,0,moocDSA
693,7,0,moocDSA
693,489,0,moocDSA
693,1021,0,moocDSA
693,1170,0,moocDSA
693,326,0,moocDSA
693,1194,0,moocDSA
693,1206,0,moocDSA
693,1522,0,moocDSA
693,191,0,moocDSA
693,1489,0,moocDSA
693,1044,0,moocDSA
693,726,0,moocDSA
693,593,0,moocDSA
693,1567,0,moocDSA
693,1175,0,moocDSA
693,887,0,moocDSA
693,368,0,moocDSA
693,916,0,moocDSA
693,1041,0,moocDSA
693,445,0,moocDSA
693,1394,0,moocDSA
693,251,0,moocDSA
693,1334,1,moocDSA
694,838,1,drive
694,1505,0,drive
694,919,0,drive
695,337,0,moocML
695,878,0,moocML
695,1235,0,moocML
695,944,0,moocML
695,616,0,moocML
695,124,0,moocML
695,1259,1,moocML
696,175,1,al_cpl
696,1551,0,al_cpl
696,1093,1,al_cpl
696,1289,1,al_cpl
696,1502,1,al_cpl
697,561,0,moocML
697,1562,1,moocML
697,855,1,moocML
697,885,1,moocML
697,846,1,moocML
697,263,0,moocML
697,1062,0,moocML
697,404,0,moocML
697,317,0,moocML
697,878,0,moocML
697,981,0,moocML
697,165,0,moocML
697,1063,1,moocML
698,1425,1,al_cpl
698,984,1,al_cpl
698,964,1,al_cpl
698,1281,1,al_cpl
699,916,1,moocDSA
699,1377,0,moocDSA
699,36,0,moocDSA
699,326,0,moocDSA
699,573,0,moocDSA
699,445,0,moocDSA
699,1295,0,moocDSA
699,1045,0,moocDSA
699,1021,0,moocDSA
699,226,0,moocDSA
699,1163,0,moocDSA
699,1206,0,moocDSA
700,902,0,moocDSA
700,1490,1,moocDSA
701,1222,1,drive
702,469,0,al_cpl
703,119,0,al_cpl
704,1596,1,al_cpl
704,1113,0,al_cpl
704,812,0,al_cpl
704,886,0,al_cpl
704,821,0,al_cpl
704,1496,1,al_cpl
704,952,0,al_cpl
704,349,0,al_cpl
704,1289,1,al_cpl
704,1301,1,al_cpl
704,1093,1,al_cpl
705,274,0,drive
705,911,0,drive
706,10,1,al_cpl
706,802,1,al_cpl
707,990,0,al_cpl
708,1596,0,al_cpl
708,293,0,al_cpl
708,1282,0,al_cpl
708,57,0,al_cpl
708,219,0,al_cpl
708,447,0,al_cpl
708,686,0,al_cpl
708,460,0,al_cpl
708,1556,0,al_cpl
708,1317,0,al_cpl
708,1289,1,al_cpl
708,334,0,al_cpl
708,694,0,al_cpl
708,760,0,al_cpl
708,1376,0,al_cpl
708,385,0,al_cpl
708,1025,0,al_cpl
708,1199,0,al_cpl
709,199,1,moocML
709,317,0,moocML
709,1062,0,moocML
709,1487,1,moocML
709,1075,0,moocML
709,1212,0,moocML
709,931,1,moocML
709,124,0,moocML
709,966,0,moocML
709,426,1,moocML
709,1259,1,moocML
709,134,0,moocML
709,948,1,moocML
709,603,0,moocML
709,620,0,moocML
709,799,0,moocML
709,882,1,moocML
709,881,0,moocML
709,1063,1,moocML
709,878,1,moocML
709,282,1,moocML
709,897,1,moocML
709,1533,0,moocML
710,1502,1,al_cpl
710,913,0,al_cpl
710,202,0,al_cpl
710,81,0,al_cpl
710,1502,1,al_cpl
710,1093,1,al_cpl
710,202,0,al_cpl
710,334,1,al_cpl
711,1555,0,drive
712,1330,0,moocML
712,878,0,moocML
712,855,1,moocML
712,1141,0,moocML
712,1075,0,moocML
712,181,0,moocML
712,662,0,moocML
712,1401,0,moocML
712,199,0,moocML
712,283,0,moocML
712,437,1,moocML
712,509,0,moocML
713,517,0,moocDSA
713,1522,0,moocDSA
713,872,1,moocDSA
714,1112,1,drive
714,585,0,drive
714,457,1,drive
714,1479,1,drive
714,118,1,drive
714,1552,1,drive
714,1361,0,drive
714,729,0,drive
714,626,1,drive
714,506,0,drive
714,21,1,drive
714,1028,1,drive
714,518,1,drive
714,379,1,drive
714,1577,1,drive
714,246,1,drive
714,216,0,drive
714,1395,0,drive
715,1075,0,moocML
715,249,1,moocML
715,36,1,moocML
715,1294,1,moocML
716,687,1,drive
716,466,0,drive
717,1093,1,al_cpl
717,1301,1,al_cpl
717,1289,1,al_cpl
717,1130,1,al_cpl
718,283,0,moocML
718,437,1,moocML
718,369,0,moocML
718,1330,0,moocML
718,878,0,moocML
719,1598,0,drive
719,1292,0,drive
719,1185,1,drive
720,999,1,al_cpl
720,1093,1,al_cpl
721,369,0,moocML
721,1586,0,moocML
722,1391,1,moocDSA
722,726,0,moocDSA
722,1194,0,moocDSA
722,531,0,moocDSA
722,705,0,moocDSA
722,1213,0,moocDSA
722,1175,0,moocDSA
722,1443,0,moocDSA
722,1021,0,moocDSA
722,596,0,moocDSA
722,1106,1,moocDSA
722,1446,1,moocDSA
722,1013,0,moocDSA
722,920,0,moocDSA
723,1032,0,drive
723,1081,0,drive
723,1361,0,drive
723,182,0,drive
723,96,0,drive
723,1441,0,drive
723,989,0,drive
723,65,1,drive
724,911,0,drive
724,427,0,drive
724,549,0,drive
725,605,0,drive
726,288,0,drive
727,949,0,moocDSA
727,1013,0,moocDSA
727,445,0,moocDSA
727,1206,0,moocDSA
727,726,0,moocDSA
727,1377,0,moocDSA
727,446,1,moocDSA
727,916,0,moocDSA
727,1170,0,moocDSA
727,433,1,moocDSA
727,1175,0,moocDSA
727,1490,1,moocDSA
727,251,0,moocDSA
728,1015,1,moocML
728,493,0,moocML
728,754,0,moocML
728,814,0,moocML
728,986,1,moocML
728,1063,1,moocML
728,282,0,moocML
728,199,0,moocML
728,299,0,moocML
728,442,0,moocML
728,426,0,moocML
728,1056,0,moocML
728,382,0,moocML
728,443,0,moocML
728,646,0,moocML
728,1274,0,moocML
728,1029,0,moocML
728,1349,0,moocML
728,520,0,moocML
728,454,0,moocML
728,17,0,moocML
728,1062,0,moocML
728,134,0,moocML
728,602,0,moocML
728,1422,0,moocML
728,843,0,moocML
728,561,0,moocML
728,1339,0,moocML
728,231,0,moocML
728,649,1,moocML
728,562,0,moocML
728,1154,0,moocML
728,125,0,moocML
728,563,1,moocML
728,662,0,moocML
728,1360,0,moocML
728,616,0,moocML
728,1214,0,moocML
728,317,0,moocML
728,1235,0,moocML
728,1403,0,moocML
728,58,0,moocML
728,1097,0,moocML
728,503,0,moocML
728,1075,0,moocML
728,547,0,moocML
728,455,0,moocML
728,1518,0,moocML
728,1010,0,moocML
728,369,0,moocML
728,944,0,moocML
728,799,0,moocML
728,281,0,moocML
728,264,0,moocML
728,931,0,moocML
729,1376,1,al_cpl
729,1289,1,al_cpl
729,460,1,al_cpl
729,1481,1,al_cpl
729,1093,1,al_cpl
729,1301,1,al_cpl
729,1496,1,al_cpl
729,1025,1,al_cpl
729,280,0,al_cpl
730,1238,0,al_cpl
730,999,1,al_cpl
730,1093,1,al_cpl
731,978,1,al_cpl
731,1542,1,al_cpl
731,906,0,al_cpl
732,862,0,drive
732,1046,0,drive
732,1116,0,drive
732,907,0,drive
732,245,0,drive
732,668,0,drive
732,431,0,drive
733,931,0,moocML
733,595,0,moocML
733,199,0,moocML
733,685,1,moocML
733,1062,0,moocML
733,1154,0,moocML
733,498,1,moocML
733,547,0,moocML
733,2,0,moocML
733,966,0,moocML
733,1140,0,moocML
733,520,1,moocML
733,1015,1,moocML
733,317,0,moocML
733,646,0,moocML
733,711,0,moocML
733,1039,0,moocML
733,878,0,moocML
733,754,0,moocML
733,1075,0,moocML
733,369,0,moocML
733,195,0,moocML
733,404,0,moocML
733,66,0,moocML
733,1212,0,moocML
733,170,1,moocML
734,291,1,moocDSA
734,982,1,moocDSA
734,1170,0,moocDSA
734,484,0,moocDSA
734,445,0,moocDSA
734,1175,0,moocDSA
734,916,0,moocDSA
734,7,0,moocDSA
734,191,1,moocDSA
734,1377,0,moocDSA
735,214,0,moocDSA
736,1214,0,moocML
736,234,1,moocML
736,1055,0,moocML
736,134,0,moocML
737,1403,1,moocML
737,1235,0,moocML
737,968,0,moocML
737,1097,0,moocML
737,878,0,moocML
737,646,0,moocML
737,442,0,moocML
737,1039,0,moocML
737,1154,0,moocML
737,616,0,moocML
737,1586,0,moocML
737,158,1,moocML
737,429,1,moocML
737,277,1,moocML
737,754,0,moocML
737,1360,0,moocML
737,547,0,moocML
737,943,1,moocML
737,503,0,moocML
737,299,1,moocML
737,1086,0,moocML
737,181,0,moocML
737,463,0,moocML
737,1533,0,moocML
737,1008,1,moocML
738,50,0,al_cpl
738,266,0,al_cpl
738,1364,1,al_cpl
738,624,1,al_cpl
738,1541,0,al_cpl
738,350,1,al_cpl
738,1539,0,al_cpl
738,380,1,al_cpl
738,651,0,al_cpl
738,568,0,al_cpl
739,201,1,moocML
739,520,0,moocML
739,745,0,moocML
739,317,0,moocML
739,1063,1,moocML
739,314,1,moocML
739,561,0,moocML
739,1217,1,moocML
739,1259,0,moocML
739,603,0,moocML
739,688,0,moocML
739,165,0,moocML
739,1230,0,moocML
739,1214,0,moocML
739,134,0,moocML
739,156,0,moocML
739,203,1,moocML
739,124,0,moocML
740,849,1,drive
740,559,1,drive
740,54,1,drive
740,1219,1,drive
741,980,0,al_cpl
741,8,0,al_cpl
741,380,0,al_cpl
741,1003,1,al_cpl
741,1313,0,al_cpl
741,267,0,al_cpl
741,624,1,al_cpl
741,660,0,al_cpl
741,1167,0,al_cpl
742,596,0,moocDSA
742,1513,0,moocDSA
742,531,0,moocDSA
742,433,0,moocDSA
743,622,0,moocML
743,628,1,moocML
743,195,0,moocML
743,1029,1,moocML
743,134,0,moocML
743,1271,0,moocML
743,1230,0,moocML
743,878,0,moocML
743,662,1,moocML
743,561,0,moocML
743,283,1,moocML
743,1062,0,moocML
743,852,0,moocML
743,1075,1,moocML
743,317,0,moocML
743,779,1,moocML
743,620,0,moocML
743,1055,0,moocML
743,632,1,moocML
743,633,1,moocML
743,14,1,moocML
743,404,1,moocML
743,931,1,moocML
744,1259,1,moocML
744,134,0,moocML
744,1434,0,moocML
744,1214,0,moocML
744,878,1,moocML
744,1067,0,moocML
744,124,0,moocML
744,1097,0,moocML
744,1063,1,moocML
744,620,0,moocML
744,1533,0,moocML
744,616,0,moocML
744,966,0,moocML
744,799,0,moocML
744,1140,0,moocML
744,561,0,moocML
744,603,0,moocML
744,1062,0,moocML
744,317,0,moocML
745,1345,0,drive
745,618,0,drive
745,1275,1,drive
745,722,0,drive
745,1014,0,drive
746,1570,1,al_cpl
746,260,1,al_cpl
746,1125,1,al_cpl
746,132,0,al_cpl
746,1404,1,al_cpl
746,285,1,al_cpl
746,586,0,al_cpl
746,588,1,al_cpl
747,221,0,al_cpl
747,1286,0,al_cpl
748,506,1,drive
748,967,1,drive
748,1577,0,drive
748,1028,0,drive
748,729,0,drive
748,1361,0,drive
748,21,0,drive
748,118,1,drive
748,585,1,drive
748,379,0,drive
748,1552,0,drive
748,457,0,drive
748,518,1,drive
748,216,0,drive
748,1433,0,drive
748,1479,0,drive
748,1395,0,drive
748,246,0,drive
748,1112,0,drive
748,1246,0,drive
749,688,0,moocML
749,1401,0,moocML
749,156,0,moocML
749,503,0,moocML
749,1548,1,moocML
749,1075,0,moocML
749,975,0,moocML
749,442,0,moocML
749,317,0,moocML
749,134,0,moocML
749,1062,0,moocML
749,966,0,moocML
749,423,0,moocML
749,516,1,moocML
749,561,0,moocML
749,878,0,moocML
749,1422,0,moocML
749,1536,0,moocML
749,1562,1,moocML
749,981,0,moocML
749,547,0,moocML
749,1217,0,moocML
749,282,0,moocML
749,1533,0,moocML
749,178,0,moocML
749,662,0,moocML
749,1140,0,moocML
749,1056,0,moocML
749,439,0,moocML
749,95,0,moocML
749,1514,0,moocML
749,846,1,moocML
749,799,0,moocML
749,944,0,moocML
749,181,0,moocML
749,1218,0,moocML
749,855,1,moocML
749,1097,0,moocML
749,616,0,moocML
749,1437,0,moocML
749,1434,0,moocML
749,1526,1,moocML
749,58,0,moocML
749,263,0,moocML
749,1243,1,moocML
749,306,0,moocML
749,404,0,moocML
749,264,0,moocML
750,133,1,drive
750,310,0,drive
750,243,0,drive
750,650,1,drive
750,1383,0,drive
750,1048,0,drive
750,1285,1,drive
750,1366,1,drive
750,922,0,drive
750,1070,0,drive
751,459,0,drive
752,821,0,al_cpl
752,349,0,al_cpl
752,460,0,al_cpl
752,1559,0,al_cpl
752,812,0,al_cpl
752,842,0,al_cpl
752,293,0,al_cpl
752,760,0,al_cpl
752,1289,1,al_cpl
753,809,0,al_cpl
754,410,0,drive
754,222,1,drive
754,76,0,drive
755,1523,0,moocDSA
755,1302,1,moocDSA
755,517,0,moocDSA
755,682,1,moocDSA
756,1344,1,drive
757,1080,0,drive
757,1406,1,drive
757,1263,1,drive
757,1405,0,drive
757,374,1,drive
757,1578,0,drive
758,1054,0,al_cpl
758,1159,0,al_cpl
758,941,0,al_cpl
758,160,0,al_cpl
758,822,0,al_cpl
758,453,0,al_cpl
758,741,0,al_cpl
758,1125,0,al_cpl
758,1341,0,al_cpl
758,1178,0,al_cpl
758,1281,0,al_cpl
758,1174,0,al_cpl
758,740,0,al_cpl
758,1528,0,al_cpl
758,5,0,al_cpl
758,1436,0,al_cpl
758,372,0,al_cpl
758,43,0,al_cpl
758,597,0,al_cpl
758,1353,0,al_cpl
758,1503,0,al_cpl
758,144,0,al_cpl
758,994,0,al_cpl
758,1085,0,al_cpl
759,81,1,al_cpl
759,116,0,al_cpl
759,1057,0,al_cpl
759,334,0,al_cpl
759,1497,0,al_cpl
759,300,0,al_cpl
759,1338,1,al_cpl
759,475,0,al_cpl
759,1453,1,al_cpl
759,1554,0,al_cpl
759,1240,1,al_cpl
759,674,0,al_cpl
759,1502,1,al_cpl
759,202,1,al_cpl
759,1527,0,al_cpl
759,1343,1,al_cpl
759,40,0,al_cpl
760,324,0,drive
761,529,1,drive
761,225,1,drive
761,444,0,drive
761,597,1,drive
761,328,0,drive
761,816,1,drive
761,666,0,drive
761,294,1,drive
761,889,1,drive
761,372,1,drive
761,787,1,drive
761,1333,0,drive
761,1169,1,drive
761,1252,0,drive
762,296,0,moocML
762,393,0,moocML
762,950,0,moocML
762,337,0,moocML
762,628,1,moocML
762,1437,0,moocML
762,878,0,moocML
762,1067,0,moocML
762,304,0,moocML
762,1218,0,moocML
762,616,0,moocML
762,124,0,moocML
762,404,0,moocML
762,1259,0,moocML
762,156,1,moocML
762,814,0,moocML
762,632,1,moocML
762,1533,0,moocML
762,692,0,moocML
762,95,1,moocML
762,943,0,moocML
762,779,0,moocML
762,503,0,moocML
762,1582,0,moocML
762,673,0,moocML
762,766,0,moocML
762,1063,0,moocML
762,41,1,moocML
762,264,0,moocML
762,944,0,moocML
762,181,0,moocML
762,241,0,moocML
762,1055,1,moocML
762,1056,0,moocML
762,592,1,moocML
762,283,0,moocML
762,783,0,moocML
762,547,0,moocML
762,975,1,moocML
762,754,0,moocML
762,881,0,moocML
762,297,0,moocML
762,700,0,moocML
762,442,0,moocML
762,646,1,moocML
762,1196,1,moocML
762,382,0,moocML
762,1214,0,moocML
762,987,0,moocML
762,134,0,moocML
762,439,1,moocML
762,662,0,moocML
762,477,0,moocML
763,132,0,al_cpl
763,1384,1,al_cpl
763,160,0,al_cpl
764,404,0,moocML
764,1062,0,moocML
764,1153,0,moocML
764,881,0,moocML
764,503,0,moocML
764,58,0,moocML
764,296,0,moocML
764,1271,0,moocML
764,620,0,moocML
764,547,0,moocML
764,317,0,moocML
764,181,0,moocML
764,1218,0,moocML
764,1257,0,moocML
764,878,0,moocML
764,662,0,moocML
764,442,0,moocML
764,1586,0,moocML
764,443,0,moocML
764,944,0,moocML
764,561,0,moocML
764,199,0,moocML
765,56,0,drive
765,98,0,drive
765,1419,0,drive
765,926,0,drive
766,1199,0,al_cpl
766,447,1,al_cpl
766,842,0,al_cpl
767,184,0,moocML
767,360,0,moocML
767,948,0,moocML
767,1075,0,moocML
767,561,0,moocML
767,662,0,moocML
767,463,0,moocML
767,881,0,moocML
767,337,0,moocML
767,843,0,moocML
767,93,0,moocML
767,1257,0,moocML
768,1490,1,moocDSA
769,920,0,moocDSA
769,939,0,moocDSA
769,415,0,moocDSA
769,703,1,moocDSA
769,482,0,moocDSA
769,19,0,moocDSA
769,1314,0,moocDSA
769,1011,0,moocDSA
769,811,1,moocDSA
769,1175,0,moocDSA
769,910,1,moocDSA
769,1171,0,moocDSA
769,188,0,moocDSA
769,1021,0,moocDSA
769,1490,0,moocDSA
769,1565,1,moocDSA
769,1315,0,moocDSA
769,257,1,moocDSA
769,251,0,moocDSA
769,1558,0,moocDSA
769,1127,0,moocDSA
769,636,0,moocDSA
769,1017,0,moocDSA
769,265,0,moocDSA
769,726,0,moocDSA
769,635,0,moocDSA
769,1045,0,moocDSA
769,1170,0,moocDSA
769,242,0,moocDSA
769,827,0,moocDSA
769,1303,0,moocDSA
769,1106,0,moocDSA
769,887,0,moocDSA
769,214,0,moocDSA
769,496,1,moocDSA
769,1418,0,moocDSA
769,1446,0,moocDSA
769,1472,1,moocDSA
769,1442,0,moocDSA
