,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
8260,794,1093,1,al_cpl,al_cpl,411,298,al_cpl
8260,794,1404,1,pseudo,al_cpl,193,365,al_cpl
8260,794,745,0,pseudo,al_cpl,339,324,mooc
8284,795,167,1,al_cpl,al_cpl,49,525,al_cpl
8276,795,1216,0,al_cpl,al_cpl,49,528,al_cpl
8277,795,1457,0,al_cpl,al_cpl,49,472,al_cpl
8278,795,1318,1,al_cpl,al_cpl,49,128,al_cpl
8279,795,40,0,al_cpl,al_cpl,49,378,al_cpl
8280,795,1332,1,al_cpl,al_cpl,49,369,al_cpl
8281,795,953,0,al_cpl,al_cpl,49,75,al_cpl
8283,795,473,0,al_cpl,al_cpl,49,78,al_cpl
8285,795,1502,1,al_cpl,al_cpl,49,210,al_cpl
8286,795,320,0,al_cpl,al_cpl,49,278,al_cpl
8287,795,1166,0,al_cpl,al_cpl,49,432,al_cpl
8288,795,302,0,al_cpl,al_cpl,49,133,al_cpl
8289,795,767,0,al_cpl,al_cpl,49,462,al_cpl
8290,795,334,0,al_cpl,al_cpl,49,53,al_cpl
8291,795,1332,1,al_cpl,al_cpl,49,369,al_cpl
8292,795,1502,1,al_cpl,al_cpl,49,210,al_cpl
8275,795,1318,1,al_cpl,al_cpl,49,128,al_cpl
8274,795,363,0,al_cpl,al_cpl,49,16,al_cpl
8282,795,1161,0,al_cpl,al_cpl,49,421,al_cpl
8272,795,760,0,al_cpl,al_cpl,49,68,al_cpl
8273,795,392,0,al_cpl,al_cpl,49,518,al_cpl
8262,795,745,0,pseudo,al_cpl,339,324,mooc
8262,795,603,0,pseudo,al_cpl,401,107,mooc
8262,795,208,1,pseudo,al_cpl,280,8,al_cpl
8262,795,1289,1,al_cpl,al_cpl,49,342,al_cpl
8263,795,25,0,al_cpl,al_cpl,49,435,al_cpl
8264,795,1527,1,al_cpl,al_cpl,49,361,al_cpl
8262,795,1093,1,pseudo,al_cpl,435,298,al_cpl
8265,795,81,1,al_cpl,al_cpl,49,276,al_cpl
8266,795,767,0,al_cpl,al_cpl,49,462,al_cpl
8267,795,555,0,al_cpl,al_cpl,49,521,al_cpl
8268,795,1527,1,al_cpl,al_cpl,49,361,al_cpl
8269,795,1596,0,al_cpl,al_cpl,49,177,al_cpl
8270,795,1398,0,al_cpl,al_cpl,49,513,al_cpl
8271,795,81,1,al_cpl,al_cpl,49,276,al_cpl
8300,796,26,0,moocDSA,mooc,68,189,mooc
8299,796,188,0,moocDSA,mooc,68,178,mooc
8298,796,1044,0,moocDSA,mooc,68,439,mooc
8297,796,635,0,moocDSA,mooc,68,341,mooc
8296,796,887,0,moocDSA,mooc,68,360,mooc
8293,796,815,0,moocDSA,mooc,68,242,mooc
8294,796,214,0,moocDSA,mooc,68,281,mooc
8295,796,1302,0,moocDSA,mooc,68,331,mooc
8309,797,588,0,al_cpl,al_cpl,199,539,al_cpl
8305,797,740,0,al_cpl,al_cpl,199,150,al_cpl
8307,797,1525,0,al_cpl,al_cpl,199,363,al_cpl
8308,797,1503,0,al_cpl,al_cpl,199,426,al_cpl
8306,797,1224,0,al_cpl,al_cpl,199,158,al_cpl
8304,797,582,0,al_cpl,al_cpl,199,1,al_cpl
8313,797,255,0,al_cpl,al_cpl,199,223,al_cpl
8302,797,896,0,al_cpl,al_cpl,199,230,al_cpl
8301,797,336,0,al_cpl,al_cpl,199,294,al_cpl
8314,797,995,0,al_cpl,al_cpl,199,425,al_cpl
8312,797,1384,0,al_cpl,al_cpl,199,15,al_cpl
8310,797,586,0,al_cpl,al_cpl,199,120,al_cpl
8303,797,908,0,al_cpl,al_cpl,199,153,al_cpl
8311,797,394,0,al_cpl,al_cpl,199,89,al_cpl
8315,798,172,0,drive,drive,357,792,drive
8318,799,998,0,drive,drive,409,857,drive
8316,799,227,1,drive,drive,409,868,drive
8317,799,1321,1,drive,drive,409,856,drive
8316,799,1033,1,pseudo,drive,98,99,al_cpl
8316,799,509,0,pseudo,drive,298,383,mooc
8319,800,1067,0,pseudo,drive,326,81,mooc
8324,800,577,1,drive,drive,288,702,drive
8319,800,509,0,pseudo,drive,298,383,mooc
8322,800,82,1,drive,drive,288,704,drive
8323,800,464,1,drive,drive,288,696,drive
8320,800,1369,1,drive,drive,288,706,drive
8319,800,399,1,drive,drive,288,697,drive
8321,800,1306,0,drive,drive,288,698,drive
8319,800,1404,1,pseudo,drive,193,365,al_cpl
8319,800,1093,1,pseudo,drive,435,298,al_cpl
8325,801,745,0,pseudo,mooc,339,324,mooc
8325,801,966,0,pseudo,mooc,272,311,mooc
8325,801,1404,1,pseudo,mooc,193,365,al_cpl
8325,801,1093,1,pseudo,mooc,435,298,al_cpl
8345,801,134,0,moocML,mooc,144,51,mooc
8344,801,36,0,moocML,mooc,144,244,mooc
8343,801,317,0,moocML,mooc,144,147,mooc
8342,801,1133,0,moocML,mooc,144,112,mooc
8341,801,547,0,moocML,mooc,144,75,mooc
8340,801,442,0,moocML,mooc,144,357,mooc
8339,801,1533,0,moocML,mooc,144,273,mooc
8346,801,1235,0,moocML,mooc,144,199,mooc
8337,801,1010,1,moocML,mooc,144,123,mooc
8326,801,429,0,moocML,mooc,144,16,mooc
8327,801,603,0,moocML,mooc,144,107,mooc
8325,801,968,0,moocML,mooc,144,26,mooc
8338,801,1039,0,moocML,mooc,144,38,mooc
8328,801,814,0,moocML,mooc,144,366,mooc
8329,801,503,0,moocML,mooc,144,296,mooc
8331,801,1062,0,moocML,mooc,144,118,mooc
8330,801,1360,0,moocML,mooc,144,310,mooc
8332,801,157,0,moocML,mooc,144,395,mooc
8333,801,961,0,moocML,mooc,144,102,mooc
8334,801,186,1,moocML,mooc,144,183,mooc
8335,801,330,1,moocML,mooc,144,186,mooc
8336,801,299,1,moocML,mooc,144,7,mooc
8347,802,838,0,drive,drive,194,571,drive
8348,802,1248,0,drive,drive,194,585,drive
8400,803,688,0,moocML,mooc,409,236,mooc
8404,803,95,0,moocML,mooc,409,431,mooc
8403,803,1075,0,moocML,mooc,409,312,mooc
8402,803,393,0,moocML,mooc,409,97,mooc
8401,803,93,0,moocML,mooc,409,381,mooc
8399,803,646,0,moocML,mooc,409,91,mooc
8394,803,1062,0,moocML,mooc,409,118,mooc
8397,803,783,0,moocML,mooc,409,316,mooc
8396,803,830,1,moocML,mooc,409,227,mooc
8395,803,882,0,moocML,mooc,409,224,mooc
8393,803,1196,1,moocML,mooc,409,373,mooc
8392,803,616,0,moocML,mooc,409,28,mooc
8405,803,36,0,moocML,mooc,409,244,mooc
8398,803,1487,1,moocML,mooc,409,33,mooc
8406,803,1212,0,moocML,mooc,409,372,mooc
8349,803,1301,1,pseudo,mooc,499,25,al_cpl
8408,803,317,0,moocML,mooc,409,147,mooc
8349,803,1404,1,pseudo,mooc,193,365,al_cpl
8349,803,1093,1,pseudo,mooc,435,298,al_cpl
8391,803,981,0,moocML,mooc,409,96,mooc
8349,803,208,1,pseudo,mooc,280,8,al_cpl
8349,803,1033,1,pseudo,mooc,98,99,al_cpl
8349,803,1067,0,pseudo,mooc,326,81,mooc
8407,803,181,0,moocML,mooc,409,53,mooc
8349,803,1133,0,pseudo,mooc,256,112,mooc
8349,803,603,0,pseudo,mooc,401,107,mooc
8349,803,673,0,pseudo,mooc,270,29,mooc
8412,803,1379,1,moocML,mooc,409,82,mooc
8411,803,563,1,moocML,mooc,409,387,mooc
8410,803,1483,0,moocML,mooc,409,2,mooc
8409,803,1533,0,moocML,mooc,409,273,mooc
8349,803,700,0,pseudo,mooc,185,289,mooc
8390,803,855,1,moocML,mooc,409,417,mooc
8350,803,178,0,moocML,mooc,409,355,mooc
8388,803,1403,1,moocML,mooc,409,135,mooc
8366,803,520,0,moocML,mooc,409,149,mooc
8389,803,277,0,moocML,mooc,409,100,mooc
8365,803,561,0,moocML,mooc,409,218,mooc
8364,803,263,0,moocML,mooc,409,396,mooc
8363,803,509,0,moocML,mooc,409,383,mooc
8362,803,314,1,moocML,mooc,409,117,mooc
8361,803,463,0,moocML,mooc,409,8,mooc
8355,803,1259,1,moocML,mooc,409,353,mooc
8360,803,1434,0,moocML,mooc,409,138,mooc
8358,803,966,0,moocML,mooc,409,311,mooc
8357,803,369,0,moocML,mooc,409,237,mooc
8349,803,1396,0,moocML,mooc,409,13,mooc
8351,803,423,0,moocML,mooc,409,358,mooc
8352,803,881,0,moocML,mooc,409,275,mooc
8353,803,1514,0,moocML,mooc,409,264,mooc
8354,803,799,0,moocML,mooc,409,198,mooc
8359,803,231,1,moocML,mooc,409,328,mooc
8368,803,843,0,moocML,mooc,409,130,mooc
8367,803,1047,1,moocML,mooc,409,388,mooc
8370,803,975,0,moocML,mooc,409,203,mooc
8387,803,195,0,moocML,mooc,409,174,mooc
8386,803,1355,1,moocML,mooc,409,425,mooc
8385,803,244,0,moocML,mooc,409,385,mooc
8384,803,745,0,moocML,mooc,409,324,mooc
8383,803,1482,0,moocML,mooc,409,271,mooc
8382,803,620,0,moocML,mooc,409,146,mooc
8381,803,1582,0,moocML,mooc,409,0,mooc
8380,803,1444,0,moocML,mooc,409,325,mooc
8379,803,455,0,moocML,mooc,409,285,mooc
8369,803,125,0,moocML,mooc,409,438,mooc
8378,803,662,1,moocML,mooc,409,80,mooc
8376,803,1526,1,moocML,mooc,409,415,mooc
8375,803,1218,0,moocML,mooc,409,241,mooc
8374,803,156,0,moocML,mooc,409,191,mooc
8373,803,1217,1,moocML,mooc,409,295,mooc
8372,803,1230,0,moocML,mooc,409,36,mooc
8371,803,1140,0,moocML,mooc,409,49,mooc
8377,803,124,0,moocML,mooc,409,397,mooc
8356,803,1097,0,moocML,mooc,409,363,mooc
8413,804,1033,1,pseudo,mooc,98,99,al_cpl
8413,804,852,0,pseudo,mooc,339,48,mooc
8414,804,819,1,moocDSA,mooc,265,247,mooc
8413,804,1175,0,moocDSA,mooc,265,333,mooc
8422,805,423,0,moocML,mooc,115,358,mooc
8418,805,1230,0,moocML,mooc,115,36,mooc
8415,805,975,0,moocML,mooc,115,203,mooc
8416,805,881,0,moocML,mooc,115,275,mooc
8417,805,1257,0,moocML,mooc,115,45,mooc
8421,805,878,0,moocML,mooc,115,4,mooc
8420,805,455,0,moocML,mooc,115,285,mooc
8419,805,1212,0,moocML,mooc,115,372,mooc
8423,806,369,0,pseudo,drive,272,237,mooc
8423,806,745,0,pseudo,drive,339,324,mooc
8425,806,742,1,drive,drive,12,439,drive
8423,806,1283,1,drive,drive,12,442,drive
8424,806,303,1,drive,drive,12,457,drive
8423,806,208,1,pseudo,drive,280,8,al_cpl
8423,806,1093,1,pseudo,drive,435,298,al_cpl
8426,806,797,1,drive,drive,12,443,drive
8456,807,296,0,moocML,mooc,104,211,mooc
8459,807,317,0,moocML,mooc,104,147,mooc
8458,807,432,0,moocML,mooc,104,17,mooc
8457,807,442,0,moocML,mooc,104,357,mooc
8455,807,264,0,moocML,mooc,104,309,mooc
8445,807,944,0,moocML,mooc,104,409,mooc
8453,807,673,0,moocML,mooc,104,29,mooc
8449,807,360,1,moocML,mooc,104,258,mooc
8430,807,393,0,moocML,mooc,104,97,mooc
8431,807,616,0,moocML,mooc,104,28,mooc
8433,807,1154,0,moocML,mooc,104,134,mooc
8434,807,754,0,moocML,mooc,104,238,mooc
8435,807,1434,0,moocML,mooc,104,138,mooc
8436,807,337,0,moocML,mooc,104,304,mooc
8437,807,1063,0,moocML,mooc,104,18,mooc
8429,807,283,0,moocML,mooc,104,88,mooc
8438,807,382,0,moocML,mooc,104,171,mooc
8440,807,1437,0,moocML,mooc,104,214,mooc
8441,807,547,0,moocML,mooc,104,75,mooc
8442,807,455,0,moocML,mooc,104,285,mooc
8443,807,297,0,moocML,mooc,104,413,mooc
8444,807,1230,0,moocML,mooc,104,36,mooc
8446,807,646,0,moocML,mooc,104,91,mooc
8447,807,603,0,moocML,mooc,104,107,mooc
8448,807,900,0,moocML,mooc,104,277,mooc
8439,807,509,0,moocML,mooc,104,383,mooc
8428,807,882,0,moocML,mooc,104,224,mooc
8432,807,1582,0,moocML,mooc,104,0,mooc
8454,807,477,0,moocML,mooc,104,416,mooc
8452,807,493,0,moocML,mooc,104,142,mooc
8451,807,1422,0,moocML,mooc,104,42,mooc
8450,807,1062,0,moocML,mooc,104,118,mooc
8427,807,595,0,moocML,mooc,104,334,mooc
8460,808,745,0,pseudo,al_cpl,339,324,mooc
8460,808,603,0,pseudo,al_cpl,401,107,mooc
8460,808,700,0,pseudo,al_cpl,185,289,mooc
8460,808,349,0,al_cpl,al_cpl,64,329,al_cpl
8461,808,1093,1,al_cpl,al_cpl,64,298,al_cpl
8462,808,1301,1,al_cpl,al_cpl,64,25,al_cpl
8463,808,1496,1,al_cpl,al_cpl,64,324,al_cpl
8464,808,1596,1,al_cpl,al_cpl,64,177,al_cpl
8465,808,219,0,al_cpl,al_cpl,64,482,al_cpl
8466,808,1113,0,al_cpl,al_cpl,64,37,al_cpl
8460,808,208,1,pseudo,al_cpl,280,8,al_cpl
8460,808,1404,1,pseudo,al_cpl,193,365,al_cpl
8460,808,1289,1,pseudo,al_cpl,280,342,al_cpl
8467,808,837,1,al_cpl,al_cpl,64,32,al_cpl
8468,808,679,0,al_cpl,al_cpl,64,176,al_cpl
8469,808,1317,0,al_cpl,al_cpl,64,418,al_cpl
8470,809,1093,1,pseudo,drive,435,298,al_cpl
8470,809,1595,0,drive,drive,292,898,drive
8471,809,1306,0,drive,drive,292,698,drive
8472,809,236,0,drive,drive,292,705,drive
8473,809,1122,1,drive,drive,292,700,drive
8474,809,1535,0,drive,drive,292,699,drive
8470,809,745,0,pseudo,drive,339,324,mooc
8475,810,924,1,drive,drive,399,845,drive
8476,811,745,0,pseudo,al_cpl,339,324,mooc
8476,811,1404,1,pseudo,al_cpl,193,365,al_cpl
8479,811,567,0,al_cpl,al_cpl,75,79,al_cpl
8491,811,761,0,al_cpl,al_cpl,75,396,al_cpl
8496,811,1527,0,al_cpl,al_cpl,75,361,al_cpl
8495,811,189,0,al_cpl,al_cpl,75,437,al_cpl
8494,811,844,0,al_cpl,al_cpl,75,97,al_cpl
8493,811,147,0,al_cpl,al_cpl,75,504,al_cpl
8492,811,1083,0,al_cpl,al_cpl,75,137,al_cpl
8498,811,334,1,al_cpl,al_cpl,75,53,al_cpl
8490,811,1057,0,al_cpl,al_cpl,75,431,al_cpl
8489,811,575,0,al_cpl,al_cpl,75,231,al_cpl
8488,811,46,0,al_cpl,al_cpl,75,519,al_cpl
8487,811,1280,0,al_cpl,al_cpl,75,407,al_cpl
8497,811,1502,1,al_cpl,al_cpl,75,210,al_cpl
8485,811,81,1,al_cpl,al_cpl,75,276,al_cpl
8484,811,1502,1,al_cpl,al_cpl,75,210,al_cpl
8483,811,202,0,al_cpl,al_cpl,75,277,al_cpl
8482,811,385,0,al_cpl,al_cpl,75,397,al_cpl
8481,811,334,1,al_cpl,al_cpl,75,53,al_cpl
8480,811,988,0,al_cpl,al_cpl,75,61,al_cpl
8478,811,914,1,al_cpl,al_cpl,75,95,al_cpl
8477,811,1093,1,al_cpl,al_cpl,75,298,al_cpl
8486,811,1240,0,al_cpl,al_cpl,75,17,al_cpl
8476,811,1111,0,al_cpl,al_cpl,75,24,al_cpl
8499,812,1589,0,al_cpl,al_cpl,110,186,al_cpl
8500,812,733,0,al_cpl,al_cpl,110,373,al_cpl
8502,812,1324,0,al_cpl,al_cpl,110,141,al_cpl
8503,812,1404,1,al_cpl,al_cpl,110,365,al_cpl
8501,812,143,0,al_cpl,al_cpl,110,200,al_cpl
8505,812,365,0,al_cpl,al_cpl,110,88,al_cpl
8504,812,5,1,al_cpl,al_cpl,110,193,al_cpl
8506,813,440,1,drive,drive,232,598,drive
8507,813,1109,1,drive,drive,232,601,drive
8508,813,665,1,drive,drive,232,229,drive
8506,813,1093,1,pseudo,drive,435,298,al_cpl
8506,813,603,0,pseudo,drive,401,107,mooc
8510,814,150,0,drive,drive,135,534,drive
8509,814,1250,1,drive,drive,135,543,drive
8512,815,880,0,moocDSA,mooc,407,282,mooc
8511,815,1163,0,moocDSA,mooc,407,201,mooc
8513,815,1336,0,moocDSA,mooc,407,141,mooc
8514,815,596,0,moocDSA,mooc,407,90,mooc
8515,815,433,0,moocDSA,mooc,407,50,mooc
8516,815,376,0,moocDSA,mooc,407,245,mooc
8517,815,528,0,moocDSA,mooc,407,225,mooc
8518,816,101,0,drive,drive,427,877,drive
8519,816,789,0,drive,drive,427,897,drive
8520,816,1588,0,drive,drive,427,885,drive
8521,816,33,0,drive,drive,427,890,drive
8523,817,429,1,moocML,mooc,102,16,mooc
8524,817,1435,0,moocML,mooc,102,307,mooc
8525,817,317,0,moocML,mooc,102,147,mooc
8526,817,36,0,moocML,mooc,102,244,mooc
8527,817,1062,0,moocML,mooc,102,118,mooc
8528,817,113,1,moocML,mooc,102,125,mooc
8522,817,1093,1,pseudo,mooc,435,298,al_cpl
8529,817,277,1,moocML,mooc,102,100,mooc
8522,817,1294,0,moocML,mooc,102,64,mooc
8522,817,966,0,pseudo,mooc,272,311,mooc
8530,818,1093,1,pseudo,mooc,435,298,al_cpl
8530,818,509,0,pseudo,mooc,298,383,mooc
8537,818,95,0,moocML,mooc,404,431,mooc
8536,818,547,0,moocML,mooc,404,75,mooc
8538,818,1067,0,moocML,mooc,404,81,mooc
8546,818,442,0,moocML,mooc,404,357,mooc
8545,818,341,0,moocML,mooc,404,284,mooc
8544,818,361,0,moocML,mooc,404,266,mooc
8543,818,688,0,moocML,mooc,404,236,mooc
8541,818,878,0,moocML,mooc,404,4,mooc
8542,818,156,0,moocML,mooc,404,191,mooc
8539,818,283,0,moocML,mooc,404,88,mooc
8535,818,423,1,moocML,mooc,404,358,mooc
8534,818,157,0,moocML,mooc,404,395,mooc
8533,818,975,0,moocML,mooc,404,203,mooc
8532,818,1214,0,moocML,mooc,404,181,mooc
8531,818,874,0,moocML,mooc,404,145,mooc
8540,818,1055,0,moocML,mooc,404,41,mooc
8530,818,493,0,moocML,mooc,404,142,mooc
8550,819,35,0,drive,drive,187,188,drive
8547,819,1018,0,drive,drive,187,183,drive
8548,819,1136,0,drive,drive,187,564,drive
8549,819,587,0,drive,drive,187,186,drive
8551,820,1425,0,al_cpl,al_cpl,537,346,al_cpl
8553,820,1436,0,al_cpl,al_cpl,537,257,al_cpl
8555,820,586,0,al_cpl,al_cpl,537,120,al_cpl
8556,820,1445,0,al_cpl,al_cpl,537,47,al_cpl
8557,820,453,0,al_cpl,al_cpl,537,291,al_cpl
8558,820,1525,0,al_cpl,al_cpl,537,363,al_cpl
8559,820,831,0,al_cpl,al_cpl,537,453,al_cpl
8560,820,740,0,al_cpl,al_cpl,537,150,al_cpl
8561,820,1341,0,al_cpl,al_cpl,537,290,al_cpl
8562,820,747,0,al_cpl,al_cpl,537,484,al_cpl
8563,820,1281,0,al_cpl,al_cpl,537,149,al_cpl
8564,820,1211,0,al_cpl,al_cpl,537,152,al_cpl
8565,820,1397,0,al_cpl,al_cpl,537,154,al_cpl
8552,820,105,0,al_cpl,al_cpl,537,538,al_cpl
8554,820,1384,0,al_cpl,al_cpl,537,15,al_cpl
8566,821,1093,1,pseudo,al_cpl,435,298,al_cpl
8568,821,1033,1,al_cpl,al_cpl,343,99,al_cpl
8569,821,50,1,al_cpl,al_cpl,343,59,al_cpl
8570,821,727,1,al_cpl,al_cpl,343,85,al_cpl
8571,821,232,0,al_cpl,al_cpl,343,98,al_cpl
8566,821,802,1,al_cpl,al_cpl,343,26,al_cpl
8566,821,745,0,pseudo,al_cpl,339,324,mooc
8567,821,1574,1,al_cpl,al_cpl,343,483,al_cpl
8572,822,340,0,al_cpl,al_cpl,320,334,al_cpl
8589,823,404,1,moocML,mooc,311,35,mooc
8580,823,283,1,moocML,mooc,311,88,mooc
8579,823,710,1,moocML,mooc,311,278,mooc
8578,823,881,0,moocML,mooc,311,275,mooc
8577,823,165,0,moocML,mooc,311,371,mooc
8576,823,454,1,moocML,mooc,311,250,mooc
8575,823,314,1,moocML,mooc,311,117,mooc
8574,823,603,0,moocML,mooc,311,107,mooc
8573,823,759,1,moocML,mooc,311,47,mooc
8573,823,208,1,pseudo,mooc,280,8,al_cpl
8573,823,1404,1,pseudo,mooc,193,365,al_cpl
8573,823,1301,1,pseudo,mooc,499,25,al_cpl
8605,823,878,0,moocML,mooc,311,4,mooc
8606,823,14,1,moocML,mooc,311,308,mooc
8607,823,632,1,moocML,mooc,311,230,mooc
8608,823,895,1,moocML,mooc,311,422,mooc
8581,823,646,0,moocML,mooc,311,91,mooc
8582,823,47,1,moocML,mooc,311,126,mooc
8583,823,592,1,moocML,mooc,311,148,mooc
8584,823,633,1,moocML,mooc,311,352,mooc
8601,823,828,1,moocML,mooc,311,5,mooc
8600,823,181,1,moocML,mooc,311,53,mooc
8599,823,401,1,moocML,mooc,311,56,mooc
8598,823,1075,0,moocML,mooc,311,312,mooc
8597,823,1063,1,moocML,mooc,311,18,mooc
8596,823,124,1,moocML,mooc,311,397,mooc
8595,823,1062,0,moocML,mooc,311,118,mooc
8594,823,317,0,moocML,mooc,311,147,mooc
8593,823,688,0,moocML,mooc,311,236,mooc
8592,823,620,0,moocML,mooc,311,146,mooc
8591,823,1533,0,moocML,mooc,311,273,mooc
8590,823,749,1,moocML,mooc,311,405,mooc
8604,823,1259,1,moocML,mooc,311,353,mooc
8588,823,67,1,moocML,mooc,311,11,mooc
8587,823,1154,1,moocML,mooc,311,134,mooc
8586,823,134,0,moocML,mooc,311,51,mooc
8585,823,700,0,moocML,mooc,311,289,mooc
8573,823,1093,1,pseudo,mooc,435,298,al_cpl
8602,823,628,1,moocML,mooc,311,30,mooc
8603,823,282,0,moocML,mooc,311,84,mooc
8573,823,1502,1,pseudo,mooc,435,210,al_cpl
8573,823,1067,0,pseudo,mooc,326,81,mooc
8573,823,923,0,pseudo,mooc,151,419,mooc
8573,823,1483,0,pseudo,mooc,256,2,mooc
8573,823,509,0,pseudo,mooc,298,383,mooc
8573,823,1437,0,pseudo,mooc,256,214,mooc
8573,823,1435,0,pseudo,mooc,244,307,mooc
8573,823,1141,0,pseudo,mooc,256,239,mooc
8573,823,1295,0,pseudo,mooc,234,414,mooc
8573,823,1033,1,pseudo,mooc,98,99,al_cpl
8573,823,1289,1,pseudo,mooc,280,342,al_cpl
8573,823,1364,1,pseudo,mooc,427,486,al_cpl
8609,824,1244,0,drive,drive,204,583,drive
8611,825,1403,1,moocML,mooc,26,135,mooc
8610,825,1360,1,moocML,mooc,26,310,mooc
8613,826,328,1,drive,drive,202,649,drive
8612,826,745,0,pseudo,drive,339,324,mooc
8614,826,597,1,drive,drive,202,71,drive
8615,826,1098,0,drive,drive,202,577,drive
8616,826,787,1,drive,drive,202,614,drive
8612,826,1093,1,pseudo,drive,435,298,al_cpl
8612,826,666,0,drive,drive,202,642,drive
8617,826,1252,1,drive,drive,202,650,drive
8618,826,816,1,drive,drive,202,87,drive
8619,826,1169,1,drive,drive,202,658,drive
8620,827,415,0,moocDSA,mooc,343,37,mooc
8637,827,226,0,moocDSA,mooc,343,234,mooc
8636,827,1234,1,moocDSA,mooc,343,243,mooc
8635,827,864,0,moocDSA,mooc,343,164,mooc
8625,827,1490,0,moocDSA,mooc,343,223,mooc
8633,827,1170,0,moocDSA,mooc,343,116,mooc
8632,827,703,0,moocDSA,mooc,343,254,mooc
8631,827,445,0,moocDSA,mooc,343,93,mooc
8621,827,1523,0,moocDSA,mooc,343,251,mooc
8622,827,261,0,moocDSA,mooc,343,215,mooc
8623,827,903,0,moocDSA,mooc,343,139,mooc
8630,827,1472,1,moocDSA,mooc,343,367,mooc
8629,827,910,1,moocDSA,mooc,343,95,mooc
8628,827,815,0,moocDSA,mooc,343,242,mooc
8627,827,887,0,moocDSA,mooc,343,360,mooc
8626,827,327,0,moocDSA,mooc,343,121,mooc
8624,827,422,1,moocDSA,mooc,343,22,mooc
8634,827,257,1,moocDSA,mooc,343,291,mooc
8620,827,509,0,pseudo,mooc,298,383,mooc
8620,827,656,1,pseudo,mooc,491,438,al_cpl
8620,827,1033,1,pseudo,mooc,98,99,al_cpl
8620,827,1067,0,pseudo,mooc,326,81,mooc
8638,828,1067,0,pseudo,mooc,326,81,mooc
8638,828,1063,1,moocML,mooc,382,18,mooc
8639,828,1075,0,moocML,mooc,382,312,mooc
8640,828,165,0,moocML,mooc,382,371,mooc
8641,828,622,0,moocML,mooc,382,267,mooc
8642,828,846,1,moocML,mooc,382,294,mooc
8643,828,616,0,moocML,mooc,382,28,mooc
8645,828,646,0,moocML,mooc,382,91,mooc
8638,828,208,1,pseudo,mooc,280,8,al_cpl
8644,828,981,0,moocML,mooc,382,96,mooc
8648,828,1062,0,moocML,mooc,382,118,mooc
8649,828,263,0,moocML,mooc,382,396,mooc
8650,828,317,0,moocML,mooc,382,147,mooc
8647,828,620,0,moocML,mooc,382,146,mooc
8646,828,1533,0,moocML,mooc,382,273,mooc
8651,829,550,0,drive,drive,228,608,drive
8652,829,1402,1,drive,drive,228,609,drive
8653,829,505,1,drive,drive,228,606,drive
8654,829,823,0,drive,drive,228,418,drive
8655,829,663,0,drive,drive,228,604,drive
8656,830,203,1,moocML,mooc,203,392,mooc
8657,830,95,0,moocML,mooc,203,431,mooc
8663,831,726,0,moocDSA,mooc,204,20,mooc
8659,831,1394,0,moocDSA,mooc,204,374,mooc
8658,831,966,0,pseudo,mooc,272,311,mooc
8660,831,109,1,moocDSA,mooc,204,428,mooc
8658,831,1194,0,moocDSA,mooc,204,208,mooc
8662,831,923,0,moocDSA,mooc,204,419,mooc
8661,831,1418,1,moocDSA,mooc,204,212,mooc
8672,831,1213,0,moocDSA,mooc,204,303,mooc
8671,831,1171,0,moocDSA,mooc,204,99,mooc
8670,831,1021,0,moocDSA,mooc,204,340,mooc
8669,831,446,0,moocDSA,mooc,204,364,mooc
8673,831,827,0,moocDSA,mooc,204,426,mooc
8667,831,251,0,moocDSA,mooc,204,23,mooc
8666,831,1175,1,moocDSA,mooc,204,333,mooc
8665,831,848,0,moocDSA,mooc,204,386,mooc
8664,831,916,0,moocDSA,mooc,204,435,mooc
8658,831,1093,1,pseudo,mooc,435,298,al_cpl
8668,831,1170,1,moocDSA,mooc,204,116,mooc
8678,832,458,0,al_cpl,al_cpl,481,156,al_cpl
8677,832,1164,0,al_cpl,al_cpl,481,235,al_cpl
8675,832,1542,1,al_cpl,al_cpl,481,299,al_cpl
8674,832,868,0,al_cpl,al_cpl,481,117,al_cpl
8676,832,906,0,al_cpl,al_cpl,481,311,al_cpl
8679,833,1104,0,drive,drive,407,851,drive
8680,834,10,1,al_cpl,al_cpl,375,427,al_cpl
8682,834,624,1,al_cpl,al_cpl,375,391,al_cpl
8683,834,802,1,al_cpl,al_cpl,375,26,al_cpl
8684,834,660,1,al_cpl,al_cpl,375,272,al_cpl
8685,834,1003,1,al_cpl,al_cpl,375,73,al_cpl
8681,834,879,1,al_cpl,al_cpl,375,74,al_cpl
8680,834,1093,1,pseudo,al_cpl,435,298,al_cpl
8680,834,745,0,pseudo,al_cpl,339,324,mooc
8690,835,622,0,moocML,mooc,96,267,mooc
8686,835,799,0,moocML,mooc,96,198,mooc
8687,835,966,0,moocML,mooc,96,311,mooc
8688,835,878,0,moocML,mooc,96,4,mooc
8689,835,1075,0,moocML,mooc,96,312,mooc
8697,835,1526,1,moocML,mooc,96,415,mooc
8692,835,846,1,moocML,mooc,96,294,mooc
8693,835,561,0,moocML,mooc,96,218,mooc
8694,835,855,1,moocML,mooc,96,417,mooc
8695,835,317,0,moocML,mooc,96,147,mooc
8696,835,165,0,moocML,mooc,96,371,mooc
8691,835,1062,0,moocML,mooc,96,118,mooc
8703,836,1213,0,moocDSA,mooc,398,303,mooc
